Attributes
atom_atomtype[X,Y,Y] :  3.84033e+00 ; iterations: [ 3.84033e+00 ]
atom_name[X,Y,Y]     :  8.52042e-01 ; iterations: [ 8.52042e-01 ]
atom_charge[X,Y,Y]   :  7.09231e-01 ; iterations: [ 7.09231e-01 ]
atom_charge[Y,Y,Y]   :  4.61460e-01 ; iterations: [ 4.61460e-01 ]
sbond_1_atomid[X,Y,Y]:  4.47644e-01 ; iterations: [ 4.47644e-01 ]
sbond_2_atomid[Y,Y,Y]:  3.37236e-01 ; iterations: [ 3.37236e-01 ]
atom_atomtype[Y,Y,Y] :  1.38557e-01 ; iterations: [ 1.38557e-01 ]
sbond_7_atomid[X,Y,Y]:  1.07922e-01 ; iterations: [ 1.07922e-01 ]
sbond_2_atomid[X,Y,Y]:  8.10687e-02 ; iterations: [ 8.10687e-02 ]
sbond_1_atomid[Y,Y,Y]:  7.51834e-02 ; iterations: [ 7.51834e-02 ]

Attributes summed
atom_atomtype        :  3.97888e+00 ; iterations: [ 3.97888e+00 ]
atom_charge          :  1.17069e+00 ; iterations: [ 1.17069e+00 ]
atom_name            :  8.52042e-01 ; iterations: [ 8.52042e-01 ]
sbond_1_atomid       :  5.22827e-01 ; iterations: [ 5.22827e-01 ]
sbond_2_atomid       :  4.18305e-01 ; iterations: [ 4.18305e-01 ]
sbond_7_atomid       :  1.07922e-01 ; iterations: [ 1.07922e-01 ]

Aggregators
count                :  3.64312e+00 ; iterations: [ 3.64312e+00 ]
projection2_mode     :  1.13348e+00 ; iterations: [ 1.13348e+00 ]
max                  :  8.01444e-01 ; iterations: [ 8.01444e-01 ]
mode                 :  5.77921e-01 ; iterations: [ 5.77921e-01 ]
min                  :  4.40871e-01 ; iterations: [ 4.40871e-01 ]
projection0_mode     :  3.37236e-01 ; iterations: [ 3.37236e-01 ]
sum                  :  1.16600e-01 ; iterations: [ 1.16600e-01 ]

