Attributes
atom_atomtype[X,Y,Y] :  5.31405e+00 ; iterations: [ 5.31405e+00 ]
atom_charge[X,Y,Y]   :  1.14640e+00 ; iterations: [ 1.14640e+00 ]
atom_name[X,Y,Y]     :  3.79561e-01 ; iterations: [ 3.79561e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.45819e-01 ; iterations: [ 3.45819e-01 ]
atom_charge[Y,Y,Y]   :  2.62160e-01 ; iterations: [ 2.62160e-01 ]
sbond_1_atomid[X,Y,Y]:  2.41563e-01 ; iterations: [ 2.41563e-01 ]
sbond_2_atomid[X,Y,Y]:  1.84205e-01 ; iterations: [ 1.84205e-01 ]
atom_atomtype[Y,Y,Y] :  1.39822e-01 ; iterations: [ 1.39822e-01 ]
atom_name[Y,Y,Y]     :  1.09375e-01 ; iterations: [ 1.09375e-01 ]
sbond_2_atomid[Y,Y,Y]:  9.07407e-02 ; iterations: [ 9.07407e-02 ]
sbond_3_atomid[Y,Y,Y]:  1.21148e-02 ; iterations: [ 1.21148e-02 ]

Attributes summed
atom_atomtype        :  5.45387e+00 ; iterations: [ 5.45387e+00 ]
atom_charge          :  1.40856e+00 ; iterations: [ 1.40856e+00 ]
sbond_1_atomid       :  5.87383e-01 ; iterations: [ 5.87383e-01 ]
atom_name            :  4.88936e-01 ; iterations: [ 4.88936e-01 ]
sbond_2_atomid       :  2.74946e-01 ; iterations: [ 2.74946e-01 ]
sbond_3_atomid       :  1.21148e-02 ; iterations: [ 1.21148e-02 ]

Aggregators
count                :  4.85103e+00 ; iterations: [ 4.85103e+00 ]
sum                  :  1.11902e+00 ; iterations: [ 1.11902e+00 ]
projection2_mode     :  8.01709e-01 ; iterations: [ 8.01709e-01 ]
min                  :  5.62131e-01 ; iterations: [ 5.62131e-01 ]
mode                 :  5.34272e-01 ; iterations: [ 5.34272e-01 ]
max                  :  2.54788e-01 ; iterations: [ 2.54788e-01 ]
projection0_mode     :  1.02855e-01 ; iterations: [ 1.02855e-01 ]

