Attributes
atom_atomtype[X,Y,Y] :  5.99846e+00 ; iterations: [ 5.99846e+00 ]
atom_charge[Y,Y,Y]   :  9.02409e-01 ; iterations: [ 9.02409e-01 ]
atom_name[X,Y,Y]     :  6.87279e-01 ; iterations: [ 6.87279e-01 ]
sbond_1_atomid[X,Y,Y]:  4.19843e-01 ; iterations: [ 4.19843e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.50548e-01 ; iterations: [ 2.50548e-01 ]
atom_charge[X,Y,Y]   :  2.15339e-01 ; iterations: [ 2.15339e-01 ]
sbond_7_atomid[X,Y,Y]:  2.01041e-01 ; iterations: [ 2.01041e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.93975e-01 ; iterations: [ 1.93975e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.88749e-01 ; iterations: [ 1.88749e-01 ]
atom_atomtype[Y,Y,Y] :  1.58967e-01 ; iterations: [ 1.58967e-01 ]
sbond_2_atomid[X,Y,Y]:  1.23334e-01 ; iterations: [ 1.23334e-01 ]
atom_name[Y,Y,Y]     :  6.59722e-03 ; iterations: [ 6.59722e-03 ]

Attributes summed
atom_atomtype        :  6.15743e+00 ; iterations: [ 6.15743e+00 ]
atom_charge          :  1.11775e+00 ; iterations: [ 1.11775e+00 ]
atom_name            :  6.93876e-01 ; iterations: [ 6.93876e-01 ]
sbond_1_atomid       :  6.08592e-01 ; iterations: [ 6.08592e-01 ]
sbond_7_atomid       :  3.95016e-01 ; iterations: [ 3.95016e-01 ]
sbond_2_atomid       :  3.73882e-01 ; iterations: [ 3.73882e-01 ]

Aggregators
count                :  5.16497e+00 ; iterations: [ 5.16497e+00 ]
projection2_mode     :  1.13357e+00 ; iterations: [ 1.13357e+00 ]
mode                 :  1.12308e+00 ; iterations: [ 1.12308e+00 ]
sum                  :  1.09147e+00 ; iterations: [ 1.09147e+00 ]
min                  :  2.93192e-01 ; iterations: [ 2.93192e-01 ]
projection0_mode     :  2.87986e-01 ; iterations: [ 2.87986e-01 ]
max                  :  2.52273e-01 ; iterations: [ 2.52273e-01 ]

