Attributes
atom_atomtype[X,Y,Y] :  3.85976e+00 ; iterations: [ 3.85976e+00 ]
atom_charge[X,Y,Y]   :  8.93611e-01 ; iterations: [ 8.93611e-01 ]
atom_name[X,Y,Y]     :  4.89180e-01 ; iterations: [ 4.89180e-01 ]
sbond_1_atomid[X,Y,Y]:  3.82332e-01 ; iterations: [ 3.82332e-01 ]
atom_charge[Y,Y,Y]   :  3.14169e-01 ; iterations: [ 3.14169e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.72449e-01 ; iterations: [ 1.72449e-01 ]
atom_atomtype[Y,Y,Y] :  1.30024e-01 ; iterations: [ 1.30024e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.23723e-01 ; iterations: [ 1.23723e-01 ]
sbond_7_atomid[X,Y,Y]:  1.17709e-01 ; iterations: [ 1.17709e-01 ]
atom_name[Y,Y,Y]     :  6.22956e-02 ; iterations: [ 6.22956e-02 ]
sbond_2_atomid[X,Y,Y]:  4.00048e-02 ; iterations: [ 4.00048e-02 ]
sbond_7_atomid[Y,Y,Y]:  1.28738e-02 ; iterations: [ 1.28738e-02 ]

Attributes summed
atom_atomtype        :  3.98979e+00 ; iterations: [ 3.98979e+00 ]
atom_charge          :  1.20778e+00 ; iterations: [ 1.20778e+00 ]
sbond_1_atomid       :  5.54781e-01 ; iterations: [ 5.54781e-01 ]
atom_name            :  5.51476e-01 ; iterations: [ 5.51476e-01 ]
sbond_2_atomid       :  1.63728e-01 ; iterations: [ 1.63728e-01 ]
sbond_7_atomid       :  1.30583e-01 ; iterations: [ 1.30583e-01 ]

Aggregators
count                :  3.40020e+00 ; iterations: [ 3.40020e+00 ]
projection2_mode     :  1.16560e+00 ; iterations: [ 1.16560e+00 ]
max                  :  6.34723e-01 ; iterations: [ 6.34723e-01 ]
sum                  :  4.96222e-01 ; iterations: [ 4.96222e-01 ]
mode                 :  4.90334e-01 ; iterations: [ 4.90334e-01 ]
min                  :  3.02839e-01 ; iterations: [ 3.02839e-01 ]
projection0_mode     :  1.08221e-01 ; iterations: [ 1.08221e-01 ]

