Attributes
atom_atomtype[X,Y,Y] :  3.65209e+00 ; iterations: [ 3.65209e+00 ]
atom_charge[X,Y,Y]   :  1.28472e+00 ; iterations: [ 1.28472e+00 ]
sbond_1_atomid[X,Y,Y]:  6.14822e-01 ; iterations: [ 6.14822e-01 ]
atom_charge[Y,Y,Y]   :  4.49142e-01 ; iterations: [ 4.49142e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.18329e-01 ; iterations: [ 4.18329e-01 ]
sbond_2_atomid[X,Y,Y]:  2.06075e-01 ; iterations: [ 2.06075e-01 ]
atom_name[X,Y,Y]     :  1.37635e-01 ; iterations: [ 1.37635e-01 ]
sbond_2_atomid[Y,Y,Y]:  8.95672e-02 ; iterations: [ 8.95672e-02 ]
atom_atomtype[Y,Y,Y] :  8.75289e-02 ; iterations: [ 8.75289e-02 ]
sbond_7_atomid[Y,Y,Y]:  7.10059e-02 ; iterations: [ 7.10059e-02 ]
atom_name[Y,Y,Y]     :  6.19910e-02 ; iterations: [ 6.19910e-02 ]

Attributes summed
atom_atomtype        :  3.73962e+00 ; iterations: [ 3.73962e+00 ]
atom_charge          :  1.73386e+00 ; iterations: [ 1.73386e+00 ]
sbond_1_atomid       :  1.03315e+00 ; iterations: [ 1.03315e+00 ]
sbond_2_atomid       :  2.95643e-01 ; iterations: [ 2.95643e-01 ]
atom_name            :  1.99626e-01 ; iterations: [ 1.99626e-01 ]
sbond_7_atomid       :  7.10059e-02 ; iterations: [ 7.10059e-02 ]

Aggregators
count                :  3.83788e+00 ; iterations: [ 3.83788e+00 ]
sum                  :  1.28015e+00 ; iterations: [ 1.28015e+00 ]
mode                 :  6.64271e-01 ; iterations: [ 6.64271e-01 ]
projection2_mode     :  5.98662e-01 ; iterations: [ 5.98662e-01 ]
max                  :  3.51630e-01 ; iterations: [ 3.51630e-01 ]
projection0_mode     :  2.80291e-01 ; iterations: [ 2.80291e-01 ]
min                  :  6.00172e-02 ; iterations: [ 6.00172e-02 ]

