Attributes
atom_atomtype[X,Y,Y] :  3.27765e+00 ; iterations: [ 3.27765e+00 ]
atom_charge[X,Y,Y]   :  1.27978e+00 ; iterations: [ 1.27978e+00 ]
sbond_1_atomid[Y,Y,Y]:  4.30868e-01 ; iterations: [ 4.30868e-01 ]
sbond_2_atomid[X,Y,Y]:  3.59537e-01 ; iterations: [ 3.59537e-01 ]
atom_atomtype[Y,Y,Y] :  3.34343e-01 ; iterations: [ 3.34343e-01 ]
atom_name[X,Y,Y]     :  2.00294e-01 ; iterations: [ 2.00294e-01 ]
atom_charge[Y,Y,Y]   :  1.92230e-01 ; iterations: [ 1.92230e-01 ]
sbond_1_atomid[X,Y,Y]:  1.37550e-01 ; iterations: [ 1.37550e-01 ]
sbond_7_atomid[Y,Y,Y]:  2.35923e-02 ; iterations: [ 2.35923e-02 ]
sbond_7_atomid[X,Y,Y]:  2.31464e-02 ; iterations: [ 2.31464e-02 ]
sbond_2_atomid[Y,Y,Y]:  2.02992e-02 ; iterations: [ 2.02992e-02 ]

Attributes summed
atom_atomtype        :  3.61199e+00 ; iterations: [ 3.61199e+00 ]
atom_charge          :  1.47201e+00 ; iterations: [ 1.47201e+00 ]
sbond_1_atomid       :  5.68419e-01 ; iterations: [ 5.68419e-01 ]
sbond_2_atomid       :  3.79836e-01 ; iterations: [ 3.79836e-01 ]
atom_name            :  2.00294e-01 ; iterations: [ 2.00294e-01 ]
sbond_7_atomid       :  4.67387e-02 ; iterations: [ 4.67387e-02 ]

Aggregators
count                :  2.85879e+00 ; iterations: [ 2.85879e+00 ]
projection2_mode     :  1.25706e+00 ; iterations: [ 1.25706e+00 ]
sum                  :  8.14541e-01 ; iterations: [ 8.14541e-01 ]
mode                 :  5.42591e-01 ; iterations: [ 5.42591e-01 ]
min                  :  4.06081e-01 ; iterations: [ 4.06081e-01 ]
max                  :  3.76621e-01 ; iterations: [ 3.76621e-01 ]
projection0_mode     :  2.35923e-02 ; iterations: [ 2.35923e-02 ]

