Attributes
atom_atomtype[X,Y,Y] :  5.64328e+00 ; iterations: [ 5.64328e+00 ]
sbond_1_atomid[Y,Y,Y]:  7.37848e-01 ; iterations: [ 7.37848e-01 ]
atom_charge[X,Y,Y]   :  6.72271e-01 ; iterations: [ 6.72271e-01 ]
atom_name[X,Y,Y]     :  5.94088e-01 ; iterations: [ 5.94088e-01 ]
sbond_1_atomid[X,Y,Y]:  4.84306e-01 ; iterations: [ 4.84306e-01 ]
atom_charge[Y,Y,Y]   :  3.27345e-01 ; iterations: [ 3.27345e-01 ]
sbond_7_atomid[Y,Y,Y]:  2.71648e-01 ; iterations: [ 2.71648e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.40625e-01 ; iterations: [ 1.40625e-01 ]
atom_name[Y,Y,Y]     :  3.24367e-02 ; iterations: [ 3.24367e-02 ]
sbond_2_atomid[X,Y,Y]:  3.18118e-02 ; iterations: [ 3.18118e-02 ]
atom_atomtype[Y,Y,Y] :  3.18118e-02 ; iterations: [ 3.18118e-02 ]
sbond_7_atomid[X,Y,Y]:  1.41823e-02 ; iterations: [ 1.41823e-02 ]

Attributes summed
atom_atomtype        :  5.67509e+00 ; iterations: [ 5.67509e+00 ]
sbond_1_atomid       :  1.22215e+00 ; iterations: [ 1.22215e+00 ]
atom_charge          :  9.99615e-01 ; iterations: [ 9.99615e-01 ]
atom_name            :  6.26525e-01 ; iterations: [ 6.26525e-01 ]
sbond_7_atomid       :  2.85830e-01 ; iterations: [ 2.85830e-01 ]
sbond_2_atomid       :  1.72437e-01 ; iterations: [ 1.72437e-01 ]

Aggregators
count                :  4.63150e+00 ; iterations: [ 4.63150e+00 ]
projection2_mode     :  1.27604e+00 ; iterations: [ 1.27604e+00 ]
sum                  :  1.08073e+00 ; iterations: [ 1.08073e+00 ]
min                  :  8.92877e-01 ; iterations: [ 8.92877e-01 ]
mode                 :  4.14901e-01 ; iterations: [ 4.14901e-01 ]
projection0_mode     :  4.12273e-01 ; iterations: [ 4.12273e-01 ]
max                  :  2.73336e-01 ; iterations: [ 2.73336e-01 ]

