Attributes
atom_atomtype[X,Y,Y] :  3.87733e+00 ; iterations: [ 3.87733e+00 ]
atom_charge[X,Y,Y]   :  1.55152e+00 ; iterations: [ 1.55152e+00 ]
atom_name[X,Y,Y]     :  4.10910e-01 ; iterations: [ 4.10910e-01 ]
sbond_1_atomid[X,Y,Y]:  1.99564e-01 ; iterations: [ 1.99564e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.91063e-01 ; iterations: [ 1.91063e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.78138e-01 ; iterations: [ 1.78138e-01 ]
atom_charge[Y,Y,Y]   :  1.59831e-01 ; iterations: [ 1.59831e-01 ]
atom_atomtype[Y,Y,Y] :  1.20990e-01 ; iterations: [ 1.20990e-01 ]
sbond_7_atomid[Y,Y,Y]:  9.14562e-02 ; iterations: [ 9.14562e-02 ]
sbond_2_atomid[X,Y,Y]:  8.08777e-02 ; iterations: [ 8.08777e-02 ]
atom_name[Y,Y,Y]     :  2.61544e-02 ; iterations: [ 2.61544e-02 ]
sbond_7_atomid[X,Y,Y]:  6.39043e-03 ; iterations: [ 6.39043e-03 ]

Attributes summed
atom_atomtype        :  3.99832e+00 ; iterations: [ 3.99832e+00 ]
atom_charge          :  1.71135e+00 ; iterations: [ 1.71135e+00 ]
atom_name            :  4.37064e-01 ; iterations: [ 4.37064e-01 ]
sbond_1_atomid       :  3.77702e-01 ; iterations: [ 3.77702e-01 ]
sbond_2_atomid       :  2.71941e-01 ; iterations: [ 2.71941e-01 ]
sbond_7_atomid       :  9.78467e-02 ; iterations: [ 9.78467e-02 ]

Aggregators
count                :  3.89428e+00 ; iterations: [ 3.89428e+00 ]
sum                  :  1.36175e+00 ; iterations: [ 1.36175e+00 ]
projection2_mode     :  4.93789e-01 ; iterations: [ 4.93789e-01 ]
min                  :  3.47863e-01 ; iterations: [ 3.47863e-01 ]
projection0_mode     :  3.43238e-01 ; iterations: [ 3.43238e-01 ]
mode                 :  2.66863e-01 ; iterations: [ 2.66863e-01 ]
max                  :  1.86430e-01 ; iterations: [ 1.86430e-01 ]

