Attributes
sbond_1_atomid_2[X,Y,Y]:  1.50119e+00 ; iterations: [ 1.50119e+00 ]
atom_name[X,Y,Y]       :  1.47220e+00 ; iterations: [ 1.47220e+00 ]
atom_charge[X,Y,Y]     :  1.33385e+00 ; iterations: [ 1.33385e+00 ]
sbond_1_atomid[X,Y,Y]  :  1.21249e+00 ; iterations: [ 1.21249e+00 ]
atom_atomtype[X,Y,Y]   :  6.60011e-01 ; iterations: [ 6.60011e-01 ]
sbond_1_atomid[Y,Y,Y]  :  4.71837e-01 ; iterations: [ 4.71837e-01 ]
sbond_2_atomid[X,Y,Y]  :  3.80506e-01 ; iterations: [ 3.80506e-01 ]
atom_charge[Y,Y,Y]     :  3.53056e-01 ; iterations: [ 3.53056e-01 ]
atom_name[Y,Y,Y]       :  2.56195e-01 ; iterations: [ 2.56195e-01 ]
sbond_2_atomid_2[X,Y,Y]:  2.27210e-01 ; iterations: [ 2.27210e-01 ]
sbond_7_atomid[X,Y,Y]  :  1.98002e-01 ; iterations: [ 1.98002e-01 ]
sbond_2_atomid[Y,Y,Y]  :  1.97123e-01 ; iterations: [ 1.97123e-01 ]
sbond_1_atomid_2[Y,Y,Y]:  1.51640e-01 ; iterations: [ 1.51640e-01 ]
sbond_7_atomid[Y,Y,Y]  :  1.21679e-01 ; iterations: [ 1.21679e-01 ]
sbond_2_atomid_2[Y,Y,Y]:  1.11111e-01 ; iterations: [ 1.11111e-01 ]
atom_atomtype[Y,Y,Y]   :  7.02331e-02 ; iterations: [ 7.02331e-02 ]
sbond_7_atomid_2[X,Y,Y]:  3.02469e-02 ; iterations: [ 3.02469e-02 ]

Attributes summed
atom_name              :  1.72840e+00 ; iterations: [ 1.72840e+00 ]
atom_charge            :  1.68691e+00 ; iterations: [ 1.68691e+00 ]
sbond_1_atomid         :  1.68433e+00 ; iterations: [ 1.68433e+00 ]
sbond_1_atomid_2       :  1.65283e+00 ; iterations: [ 1.65283e+00 ]
atom_atomtype          :  7.30244e-01 ; iterations: [ 7.30244e-01 ]
sbond_2_atomid         :  5.77629e-01 ; iterations: [ 5.77629e-01 ]
sbond_2_atomid_2       :  3.38321e-01 ; iterations: [ 3.38321e-01 ]
sbond_7_atomid         :  3.19681e-01 ; iterations: [ 3.19681e-01 ]
sbond_7_atomid_2       :  3.02469e-02 ; iterations: [ 3.02469e-02 ]

Aggregators
count                  :  4.02459e+00 ; iterations: [ 4.02459e+00 ]
mode                   :  2.03046e+00 ; iterations: [ 2.03046e+00 ]
sum                    :  1.46703e+00 ; iterations: [ 1.46703e+00 ]
projection0_mode       :  4.09891e-01 ; iterations: [ 4.09891e-01 ]
projection2_mode       :  3.28812e-01 ; iterations: [ 3.28812e-01 ]
max                    :  2.52288e-01 ; iterations: [ 2.52288e-01 ]
projection1_mode       :  1.28395e-01 ; iterations: [ 1.28395e-01 ]
min                    :  1.07124e-01 ; iterations: [ 1.07124e-01 ]

