Attributes
atom_atomtype[X,Y,Y] :  3.67663e+00 ; iterations: [ 3.67663e+00 ]
atom_charge[X,Y,Y]   :  2.18195e+00 ; iterations: [ 2.18195e+00 ]
atom_charge[Y,Y,Y]   :  6.24208e-01 ; iterations: [ 6.24208e-01 ]
atom_name[X,Y,Y]     :  3.17217e-01 ; iterations: [ 3.17217e-01 ]
sbond_1_atomid[X,Y,Y]:  2.99862e-01 ; iterations: [ 2.99862e-01 ]
sbond_2_atomid[X,Y,Y]:  2.65146e-01 ; iterations: [ 2.65146e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.52595e-01 ; iterations: [ 2.52595e-01 ]
atom_atomtype[Y,Y,Y] :  1.86199e-01 ; iterations: [ 1.86199e-01 ]
sbond_2_atomid[Y,Y,Y]:  8.81449e-02 ; iterations: [ 8.81449e-02 ]
sbond_7_atomid[Y,Y,Y]:  4.50007e-02 ; iterations: [ 4.50007e-02 ]
atom_name[Y,Y,Y]     :  3.03520e-02 ; iterations: [ 3.03520e-02 ]

Attributes summed
atom_atomtype        :  3.86283e+00 ; iterations: [ 3.86283e+00 ]
atom_charge          :  2.80616e+00 ; iterations: [ 2.80616e+00 ]
sbond_1_atomid       :  5.52457e-01 ; iterations: [ 5.52457e-01 ]
sbond_2_atomid       :  3.53291e-01 ; iterations: [ 3.53291e-01 ]
atom_name            :  3.47569e-01 ; iterations: [ 3.47569e-01 ]
sbond_7_atomid       :  4.50007e-02 ; iterations: [ 4.50007e-02 ]

Aggregators
count                :  4.17275e+00 ; iterations: [ 4.17275e+00 ]
sum                  :  1.08373e+00 ; iterations: [ 1.08373e+00 ]
mode                 :  8.79560e-01 ; iterations: [ 8.79560e-01 ]
projection2_mode     :  8.40760e-01 ; iterations: [ 8.40760e-01 ]
min                  :  5.32379e-01 ; iterations: [ 5.32379e-01 ]
projection0_mode     :  2.35903e-01 ; iterations: [ 2.35903e-01 ]
max                  :  2.22222e-01 ; iterations: [ 2.22222e-01 ]

