Attributes
atom_atomtype[X,Y,Y] :  3.86144e+00 ; iterations: [ 3.86144e+00 ]
atom_name[X,Y,Y]     :  1.17425e+00 ; iterations: [ 1.17425e+00 ]
sbond_1_atomid[X,Y,Y]:  4.69454e-01 ; iterations: [ 4.69454e-01 ]
atom_charge[X,Y,Y]   :  4.40793e-01 ; iterations: [ 4.40793e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.56541e-01 ; iterations: [ 2.56541e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.26708e-01 ; iterations: [ 2.26708e-01 ]
atom_charge[Y,Y,Y]   :  1.57045e-01 ; iterations: [ 1.57045e-01 ]
sbond_2_atomid[X,Y,Y]:  9.13394e-02 ; iterations: [ 9.13394e-02 ]
atom_atomtype[Y,Y,Y] :  6.53029e-02 ; iterations: [ 6.53029e-02 ]
sbond_7_atomid[X,Y,Y]:  6.14371e-02 ; iterations: [ 6.14371e-02 ]

Attributes summed
atom_atomtype        :  3.92675e+00 ; iterations: [ 3.92675e+00 ]
atom_name            :  1.17425e+00 ; iterations: [ 1.17425e+00 ]
sbond_1_atomid       :  7.25995e-01 ; iterations: [ 7.25995e-01 ]
atom_charge          :  5.97838e-01 ; iterations: [ 5.97838e-01 ]
sbond_2_atomid       :  3.18048e-01 ; iterations: [ 3.18048e-01 ]
sbond_7_atomid       :  6.14371e-02 ; iterations: [ 6.14371e-02 ]

Aggregators
count                :  3.50325e+00 ; iterations: [ 3.50325e+00 ]
sum                  :  1.34945e+00 ; iterations: [ 1.34945e+00 ]
projection2_mode     :  1.10031e+00 ; iterations: [ 1.10031e+00 ]
mode                 :  3.55457e-01 ; iterations: [ 3.55457e-01 ]
projection0_mode     :  2.26708e-01 ; iterations: [ 2.26708e-01 ]
min                  :  1.39600e-01 ; iterations: [ 1.39600e-01 ]
max                  :  1.29554e-01 ; iterations: [ 1.29554e-01 ]

