Attributes
atom_atomtype[X,Y,Y] :  3.48986e+00 ; iterations: [ 3.48986e+00 ]
sbond_1_atomid[X,Y,Y]:  1.04971e+00 ; iterations: [ 1.04971e+00 ]
atom_charge[Y,Y,Y]   :  8.24306e-01 ; iterations: [ 8.24306e-01 ]
atom_charge[X,Y,Y]   :  7.97249e-01 ; iterations: [ 7.97249e-01 ]
atom_name[X,Y,Y]     :  6.19577e-01 ; iterations: [ 6.19577e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.38162e-01 ; iterations: [ 4.38162e-01 ]
sbond_2_atomid[Y,Y,Y]:  4.03177e-01 ; iterations: [ 4.03177e-01 ]
atom_name[Y,Y,Y]     :  9.39277e-02 ; iterations: [ 9.39277e-02 ]
sbond_7_atomid[X,Y,Y]:  8.26446e-02 ; iterations: [ 8.26446e-02 ]
sbond_7_atomid[Y,Y,Y]:  2.11640e-02 ; iterations: [ 2.11640e-02 ]
atom_atomtype[Y,Y,Y] :  2.07789e-02 ; iterations: [ 2.07789e-02 ]
sbond_2_atomid[X,Y,Y]:  1.14196e-02 ; iterations: [ 1.14196e-02 ]

Attributes summed
atom_atomtype        :  3.51064e+00 ; iterations: [ 3.51064e+00 ]
atom_charge          :  1.62155e+00 ; iterations: [ 1.62155e+00 ]
sbond_1_atomid       :  1.48788e+00 ; iterations: [ 1.48788e+00 ]
atom_name            :  7.13505e-01 ; iterations: [ 7.13505e-01 ]
sbond_2_atomid       :  4.14596e-01 ; iterations: [ 4.14596e-01 ]
sbond_7_atomid       :  1.03809e-01 ; iterations: [ 1.03809e-01 ]

Aggregators
count                :  3.97068e+00 ; iterations: [ 3.97068e+00 ]
projection2_mode     :  1.10568e+00 ; iterations: [ 1.10568e+00 ]
mode                 :  9.39013e-01 ; iterations: [ 9.39013e-01 ]
sum                  :  6.96418e-01 ; iterations: [ 6.96418e-01 ]
projection0_mode     :  4.79209e-01 ; iterations: [ 4.79209e-01 ]
min                  :  4.49980e-01 ; iterations: [ 4.49980e-01 ]
max                  :  2.10997e-01 ; iterations: [ 2.10997e-01 ]

