Attributes
atom_atomtype[X,Y,Y] :  3.96226e+00 ; iterations: [ 3.96226e+00 ]
atom_name[X,Y,Y]     :  6.89347e-01 ; iterations: [ 6.89347e-01 ]
atom_charge[Y,Y,Y]   :  6.45731e-01 ; iterations: [ 6.45731e-01 ]
sbond_2_atomid[Y,Y,Y]:  5.42784e-01 ; iterations: [ 5.42784e-01 ]
sbond_1_atomid[X,Y,Y]:  2.91180e-01 ; iterations: [ 2.91180e-01 ]
atom_charge[X,Y,Y]   :  2.67778e-01 ; iterations: [ 2.67778e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.90172e-01 ; iterations: [ 1.90172e-01 ]
sbond_2_atomid[X,Y,Y]:  1.25045e-01 ; iterations: [ 1.25045e-01 ]
sbond_7_atomid[X,Y,Y]:  7.06459e-02 ; iterations: [ 7.06459e-02 ]
sbond_7_atomid[Y,Y,Y]:  6.54954e-02 ; iterations: [ 6.54954e-02 ]
atom_name[Y,Y,Y]     :  5.52808e-02 ; iterations: [ 5.52808e-02 ]
atom_atomtype[Y,Y,Y] :  1.94181e-02 ; iterations: [ 1.94181e-02 ]

Attributes summed
atom_atomtype        :  3.98168e+00 ; iterations: [ 3.98168e+00 ]
atom_charge          :  9.13509e-01 ; iterations: [ 9.13509e-01 ]
atom_name            :  7.44627e-01 ; iterations: [ 7.44627e-01 ]
sbond_2_atomid       :  6.67829e-01 ; iterations: [ 6.67829e-01 ]
sbond_1_atomid       :  4.81352e-01 ; iterations: [ 4.81352e-01 ]
sbond_7_atomid       :  1.36141e-01 ; iterations: [ 1.36141e-01 ]

Aggregators
count                :  2.95472e+00 ; iterations: [ 2.95472e+00 ]
projection2_mode     :  1.31775e+00 ; iterations: [ 1.31775e+00 ]
mode                 :  7.64117e-01 ; iterations: [ 7.64117e-01 ]
sum                  :  7.61561e-01 ; iterations: [ 7.61561e-01 ]
projection0_mode     :  5.91229e-01 ; iterations: [ 5.91229e-01 ]
min                  :  3.90075e-01 ; iterations: [ 3.90075e-01 ]
max                  :  1.45693e-01 ; iterations: [ 1.45693e-01 ]

