Attributes
atom_atomtype[X,Y,Y] :  6.29125e+00 ; iterations: [ 6.29125e+00 ]
atom_charge[X,Y,Y]   :  3.52089e-01 ; iterations: [ 3.52089e-01 ]
sbond_2_atomid[X,Y,Y]:  3.02817e-01 ; iterations: [ 3.02817e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.83603e-01 ; iterations: [ 2.83603e-01 ]
atom_name[X,Y,Y]     :  2.50190e-01 ; iterations: [ 2.50190e-01 ]
sbond_1_atomid[X,Y,Y]:  2.37002e-01 ; iterations: [ 2.37002e-01 ]
atom_atomtype[Y,Y,Y] :  2.29392e-01 ; iterations: [ 2.29392e-01 ]
atom_charge[Y,Y,Y]   :  2.25404e-01 ; iterations: [ 2.25404e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.62997e-01 ; iterations: [ 1.62997e-01 ]
atom_name[Y,Y,Y]     :  4.18853e-02 ; iterations: [ 4.18853e-02 ]
sbond_7_atomid[Y,Y,Y]:  2.58264e-02 ; iterations: [ 2.58264e-02 ]
sbond_7_atomid[X,Y,Y]:  7.58800e-03 ; iterations: [ 7.58800e-03 ]

Attributes summed
atom_atomtype        :  6.52065e+00 ; iterations: [ 6.52065e+00 ]
sbond_2_atomid       :  5.86421e-01 ; iterations: [ 5.86421e-01 ]
atom_charge          :  5.77493e-01 ; iterations: [ 5.77493e-01 ]
sbond_1_atomid       :  3.99999e-01 ; iterations: [ 3.99999e-01 ]
atom_name            :  2.92076e-01 ; iterations: [ 2.92076e-01 ]
sbond_7_atomid       :  3.34144e-02 ; iterations: [ 3.34144e-02 ]

Aggregators
count                :  4.62827e+00 ; iterations: [ 4.62827e+00 ]
sum                  :  1.36530e+00 ; iterations: [ 1.36530e+00 ]
projection2_mode     :  1.29472e+00 ; iterations: [ 1.29472e+00 ]
mode                 :  5.26494e-01 ; iterations: [ 5.26494e-01 ]
projection0_mode     :  3.56475e-01 ; iterations: [ 3.56475e-01 ]
max                  :  1.40039e-01 ; iterations: [ 1.40039e-01 ]
min                  :  9.87573e-02 ; iterations: [ 9.87573e-02 ]

