Attributes
atom_atomtype[X,Y,Y] :  5.40807e+00 ; iterations: [ 5.40807e+00 ]
atom_name[X,Y,Y]     :  8.29009e-01 ; iterations: [ 8.29009e-01 ]
atom_charge[X,Y,Y]   :  6.03007e-01 ; iterations: [ 6.03007e-01 ]
sbond_1_atomid[X,Y,Y]:  3.47372e-01 ; iterations: [ 3.47372e-01 ]
sbond_2_atomid[Y,Y,Y]:  3.09120e-01 ; iterations: [ 3.09120e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.75829e-01 ; iterations: [ 2.75829e-01 ]
sbond_2_atomid[X,Y,Y]:  1.12483e-01 ; iterations: [ 1.12483e-01 ]
atom_atomtype[Y,Y,Y] :  1.12483e-01 ; iterations: [ 1.12483e-01 ]
atom_charge[Y,Y,Y]   :  7.86950e-02 ; iterations: [ 7.86950e-02 ]
atom_name[Y,Y,Y]     :  7.32639e-02 ; iterations: [ 7.32639e-02 ]
sbond_7_atomid[Y,Y,Y]:  6.69421e-02 ; iterations: [ 6.69421e-02 ]
sbond_7_atomid[X,Y,Y]:  1.17986e-02 ; iterations: [ 1.17986e-02 ]

Attributes summed
atom_atomtype        :  5.52055e+00 ; iterations: [ 5.52055e+00 ]
atom_name            :  9.02273e-01 ; iterations: [ 9.02273e-01 ]
atom_charge          :  6.81702e-01 ; iterations: [ 6.81702e-01 ]
sbond_1_atomid       :  6.23202e-01 ; iterations: [ 6.23202e-01 ]
sbond_2_atomid       :  4.21603e-01 ; iterations: [ 4.21603e-01 ]
sbond_7_atomid       :  7.87408e-02 ; iterations: [ 7.87408e-02 ]

Aggregators
count                :  5.21638e+00 ; iterations: [ 5.21638e+00 ]
min                  :  8.42126e-01 ; iterations: [ 8.42126e-01 ]
projection2_mode     :  6.97311e-01 ; iterations: [ 6.97311e-01 ]
sum                  :  6.15097e-01 ; iterations: [ 6.15097e-01 ]
projection0_mode     :  5.17658e-01 ; iterations: [ 5.17658e-01 ]
mode                 :  2.47754e-01 ; iterations: [ 2.47754e-01 ]
max                  :  9.17456e-02 ; iterations: [ 9.17456e-02 ]

