Attributes
atom_atomtype[X,Y,Y] :  6.03373e+00 ; iterations: [ 6.03373e+00 ]
atom_name[X,Y,Y]     :  5.07942e-01 ; iterations: [ 5.07942e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.75590e-01 ; iterations: [ 4.75590e-01 ]
atom_charge[X,Y,Y]   :  4.23514e-01 ; iterations: [ 4.23514e-01 ]
sbond_2_atomid[X,Y,Y]:  2.77213e-01 ; iterations: [ 2.77213e-01 ]
sbond_1_atomid[X,Y,Y]:  2.70819e-01 ; iterations: [ 2.70819e-01 ]
atom_charge[Y,Y,Y]   :  2.52201e-01 ; iterations: [ 2.52201e-01 ]
atom_atomtype[Y,Y,Y] :  1.45800e-01 ; iterations: [ 1.45800e-01 ]
sbond_2_atomid[Y,Y,Y]:  9.87654e-02 ; iterations: [ 9.87654e-02 ]
atom_name[Y,Y,Y]     :  3.93967e-02 ; iterations: [ 3.93967e-02 ]
sbond_7_atomid[Y,Y,Y]:  2.16366e-02 ; iterations: [ 2.16366e-02 ]

Attributes summed
atom_atomtype        :  6.17953e+00 ; iterations: [ 6.17953e+00 ]
sbond_1_atomid       :  7.46409e-01 ; iterations: [ 7.46409e-01 ]
atom_charge          :  6.75715e-01 ; iterations: [ 6.75715e-01 ]
atom_name            :  5.47339e-01 ; iterations: [ 5.47339e-01 ]
sbond_2_atomid       :  3.75978e-01 ; iterations: [ 3.75978e-01 ]
sbond_7_atomid       :  2.16366e-02 ; iterations: [ 2.16366e-02 ]

Aggregators
count                :  4.84262e+00 ; iterations: [ 4.84262e+00 ]
projection2_mode     :  1.20364e+00 ; iterations: [ 1.20364e+00 ]
sum                  :  8.92138e-01 ; iterations: [ 8.92138e-01 ]
mode                 :  6.12431e-01 ; iterations: [ 6.12431e-01 ]
max                  :  5.23510e-01 ; iterations: [ 5.23510e-01 ]
min                  :  3.34741e-01 ; iterations: [ 3.34741e-01 ]
projection0_mode     :  1.37523e-01 ; iterations: [ 1.37523e-01 ]

