data set,fold,shrinkage,row proportion,evaluated splits,depth,accuracy
imdb_big,0,0.4,0.6,0.4,4,0.6271741870431056
imdb_big,0,0.4,0.6,0.4,6,0.6024703806402824
imdb_big,0,0.4,0.6,0.4,8,0.5802873708091757
imdb_big,0,0.4,0.6,0.6,2,0.6218805142425007
imdb_big,0,0.4,0.6,0.6,4,0.6278043861860347
imdb_big,0,0.4,0.6,0.6,6,0.6070078144693724
imdb_big,0,0.4,0.6,0.6,8,0.5797832114948324
imdb_big,0,0.4,0.6,0.8,2,0.6225107133854298
imdb_big,0,0.4,0.6,0.8,4,0.6299470632719939
imdb_big,0,0.4,0.6,0.8,6,0.600453743382909
imdb_big,0,0.4,0.6,0.8,8,0.5718427022939249
imdb_big,0,0.4,0.6,1.0,2,0.6240231913284598
imdb_big,0,0.4,0.6,1.0,4,0.6259137887572472
imdb_big,0,0.4,0.6,1.0,6,0.6028485001260399
imdb_big,0,0.4,0.6,1.0,8,0.5840685656667507
imdb_big,0,0.4,0.6,sqrt,2,0.6157045626417949
imdb_big,0,0.4,0.6,sqrt,4,0.6237711116712882
imdb_big,0,0.4,0.6,sqrt,6,0.6061255356692715
imdb_big,0,0.4,0.6,sqrt,8,0.5843206453239224
imdb_big,0,0.4,0.8,0.2,2,0.6168389210990673
imdb_big,0,0.4,0.8,0.2,4,0.6315855810436097
imdb_big,0,0.4,0.8,0.2,6,0.6138139652130074
imdb_big,0,0.4,0.8,0.2,8,0.590622636753214
imdb_big,0,0.4,0.8,0.4,2,0.6207461557852282
imdb_big,0,0.4,0.8,0.4,4,0.6370052936728006
imdb_big,0,0.4,0.8,0.4,6,0.6104108898411899
imdb_big,0,0.4,0.8,0.4,8,0.5903705570960424
imdb_big,0,0.4,0.8,0.6,2,0.6207461557852282
imdb_big,0,0.4,0.8,0.6,4,0.6328459793294681
imdb_big,0,0.4,0.8,0.6,6,0.6085202924124024
imdb_big,0,0.4,0.8,0.6,8,0.590622636753214
imdb_big,0,0.4,0.8,0.8,2,0.620115956642299
imdb_big,0,0.4,0.8,0.8,4,0.6329720191580539
imdb_big,0,0.4,0.8,0.8,6,0.6100327703554324
imdb_big,0,0.4,0.8,0.8,8,0.5884799596672549
imdb_big,0,0.4,0.8,1.0,2,0.6218805142425007
imdb_big,0,0.4,0.8,1.0,4,0.6359969750441139
imdb_big,0,0.4,0.8,1.0,6,0.6146962440131082
imdb_big,0,0.4,0.8,1.0,8,0.591378875724729
imdb_big,0,0.4,0.8,sqrt,2,0.6154524829846232
imdb_big,0,0.4,0.8,sqrt,4,0.6299470632719939
imdb_big,0,0.4,0.8,sqrt,6,0.6173430804134107
imdb_big,0,0.4,0.8,sqrt,8,0.5941517519536174
imdb_big,0,0.4,1.0,0.2,2,0.620115956642299
imdb_big,0,0.4,1.0,0.2,4,0.6266700277287622
imdb_big,0,0.4,1.0,0.2,6,0.6203680362994707
imdb_big,0,0.4,1.0,0.2,8,0.5957902697252332
imdb_big,0,0.4,1.0,0.4,2,0.6206201159566423
imdb_big,0,0.4,1.0,0.4,4,0.6349886564154272
imdb_big,0,0.4,1.0,0.4,6,0.6189815981850265
imdb_big,0,0.4,1.0,0.4,8,0.5907486765817999
imdb_big,0,0.4,1.0,0.6,2,0.6204940761280565
imdb_big,0,0.4,1.0,0.6,4,0.6337282581295689
imdb_big,0,0.4,1.0,0.6,6,0.6237711116712882
imdb_big,0,0.4,1.0,0.6,8,0.599697504411394
imdb_big,0,0.4,1.0,0.8,2,0.619359717670784
imdb_big,0,0.4,1.0,0.8,4,0.6313335013864381
imdb_big,0,0.4,1.0,0.8,6,0.6191076380136123
imdb_big,0,0.4,1.0,0.8,8,0.592891353667759
imdb_big,0,0.4,1.0,1.0,2,0.620115956642299
imdb_big,0,0.4,1.0,1.0,4,0.6330980589866397
imdb_big,0,0.4,1.0,1.0,6,0.6188555583564407
imdb_big,0,0.4,1.0,1.0,8,0.6003277035543232
imdb_big,0,0.4,1.0,sqrt,2,0.616334761784724
imdb_big,0,0.4,1.0,sqrt,4,0.6349886564154272
imdb_big,0,0.4,1.0,sqrt,6,0.6169649609276532
imdb_big,0,0.4,1.0,sqrt,8,0.6032266196117974
imdb_big,0,0.6,0.6,0.2,2,0.6182253592135115
imdb_big,0,0.6,0.6,0.2,4,0.622384673556844
imdb_big,0,0.6,0.6,0.2,6,0.580791530123519
imdb_big,0,0.6,0.6,0.2,8,0.5492815729770607
imdb_big,0,0.6,0.6,0.4,2,0.622384673556844
imdb_big,0,0.6,0.6,0.4,4,0.623897151499874
imdb_big,0,0.6,0.6,0.4,6,0.5780186538946307
imdb_big,0,0.6,0.6,0.4,8,0.5291152004033275
imdb_big,0,0.6,0.6,0.6,2,0.6256617091000756
imdb_big,0,0.6,0.6,0.6,4,0.6165868414418957
imdb_big,0,0.6,0.6,0.6,6,0.579279052180489
imdb_big,0,0.6,0.6,0.6,8,0.5341567935467608
imdb_big,0,0.6,0.6,0.8,2,0.6242752709856315
imdb_big,0,0.6,0.6,0.8,4,0.6164608016133099
imdb_big,0,0.6,0.6,0.8,6,0.577010335265944
imdb_big,0,0.6,0.6,0.8,8,0.5380640282329217
imdb_big,0,0.6,0.6,1.0,2,0.6270481472145197
imdb_big,0,0.6,0.6,1.0,4,0.6213763549281573
imdb_big,0,0.6,0.6,1.0,6,0.5751197378371565
imdb_big,0,0.6,0.6,1.0,8,0.5368036299470633
imdb_big,0,0.6,0.6,sqrt,2,0.6212503150995715
imdb_big,0,0.6,0.6,sqrt,4,0.6154524829846232
imdb_big,0,0.6,0.6,sqrt,6,0.5816738089236199
imdb_big,0,0.6,0.6,sqrt,8,0.5455003781194857
imdb_big,0,0.6,0.8,0.2,2,0.6172170405848248
imdb_big,0,0.6,0.8,0.2,4,0.6251575497857322
imdb_big,0,0.6,0.8,0.2,6,0.5947819510965465
imdb_big,0,0.6,0.8,0.2,8,0.557348122006554
imdb_big,0,0.6,0.8,0.4,2,0.620872195613814
imdb_big,0,0.6,0.8,0.4,4,0.6307033022435089
imdb_big,0,0.6,0.8,0.4,6,0.5899924376102849
imdb_big,0,0.6,0.8,0.4,8,0.5587345601209982
imdb_big,0,0.6,0.8,0.6,2,0.6257877489286614
imdb_big,0,0.6,0.8,0.6,4,0.6203680362994707
imdb_big,0,0.6,0.8,0.6,6,0.5897403579531132
imdb_big,0,0.6,0.8,0.6,8,0.5541971262919082
imdb_big,0,0.6,0.8,0.8,2,0.6230148726997732
imdb_big,0,0.6,0.8,0.8,4,0.6241492311570457
imdb_big,0,0.6,0.8,0.8,6,0.5834383665238215
imdb_big,0,0.6,0.8,0.8,8,0.5613813965213007
imdb_big,0,0.6,0.8,1.0,2,0.6245273506428032
imdb_big,0,0.6,0.8,1.0,4,0.6183513990420973
imdb_big,0,0.6,0.8,1.0,6,0.5855810436097807
imdb_big,0,0.6,0.8,1.0,8,0.5606251575497857
imdb_big,0,0.6,0.8,sqrt,2,0.6150743634988657
imdb_big,0,0.6,0.8,sqrt,4,0.6230148726997732
imdb_big,0,0.6,0.8,sqrt,6,0.5930173934963449
imdb_big,0,0.6,0.8,sqrt,8,0.5662969498361482
imdb_big,0,0.6,1.0,0.2,2,0.6184774388706832
imdb_big,0,0.6,1.0,0.2,4,0.6275523065288631
imdb_big,0,0.6,1.0,0.2,6,0.6109150491555332
imdb_big,0,0.6,1.0,0.2,8,0.5752457776657424
imdb_big,0,0.6,1.0,0.4,2,0.621628434585329
imdb_big,0,0.6,1.0,0.4,4,0.6289387446433072
imdb_big,0,0.6,1.0,0.4,6,0.599697504411394
imdb_big,0,0.6,1.0,0.4,8,0.5627678346357449
imdb_big,0,0.6,1.0,0.6,2,0.6207461557852282
imdb_big,0,0.6,1.0,0.6,4,0.6251575497857322
imdb_big,0,0.6,1.0,0.6,6,0.5975548273254349
imdb_big,0,0.6,1.0,0.6,8,0.5707083438366524
imdb_big,0,0.6,1.0,0.8,2,0.6220065540710865
imdb_big,0,0.6,1.0,0.8,4,0.6230148726997732
imdb_big,0,0.6,1.0,0.8,6,0.5911267960675574
imdb_big,0,0.6,1.0,0.8,8,0.5705823040080665
imdb_big,0,0.6,1.0,1.0,2,0.6206201159566423
imdb_big,0,0.6,1.0,1.0,4,0.623897151499874
imdb_big,0,0.6,1.0,1.0,6,0.5975548273254349
imdb_big,0,0.6,1.0,1.0,8,0.5812956894378624
imdb_big,0,0.6,1.0,sqrt,2,0.6177211998991682
imdb_big,0,0.6,1.0,sqrt,4,0.6291908243004789
imdb_big,0,0.6,1.0,sqrt,6,0.6094025712125032
imdb_big,0,0.6,1.0,sqrt,8,0.5746155785228132
imdb_big,1,0.05,0.6,0.2,2,0.5758759768086715
imdb_big,1,0.05,0.6,0.2,4,0.6153264431560374
imdb_big,1,0.05,0.6,0.2,6,0.6245273506428032
imdb_big,1,0.05,0.6,0.2,8,0.6318376607007814
imdb_big,1,0.05,0.6,0.4,2,0.5763801361230149
imdb_big,1,0.05,0.6,0.4,4,0.6215023947567432
imdb_big,1,0.05,0.6,0.4,6,0.6309553819006806
imdb_big,1,0.05,0.6,0.4,8,0.6339803377867406
imdb_big,1,0.05,0.6,0.6,2,0.5763801361230149
imdb_big,1,0.05,0.6,0.6,4,0.6227627930426015
imdb_big,1,0.05,0.6,0.6,6,0.6347365767582556
imdb_big,1,0.05,0.6,0.6,8,0.6336022183009831
imdb_big,1,0.05,0.6,0.8,2,0.5766322157801865
imdb_big,1,0.05,0.6,0.8,4,0.6230148726997732
imdb_big,1,0.05,0.6,0.8,6,0.6339803377867406
imdb_big,1,0.05,0.6,0.8,8,0.6308293420720947
imdb_big,1,0.05,0.6,1.0,2,0.5761280564658432
imdb_big,1,0.05,0.6,1.0,4,0.6249054701285607
imdb_big,1,0.05,0.6,1.0,6,0.6357448953869422
imdb_big,1,0.05,0.6,1.0,8,0.6366271741870431
imdb_big,1,0.05,0.6,sqrt,2,0.5757499369800857
imdb_big,1,0.05,0.6,sqrt,4,0.6149483236702799
imdb_big,1,0.05,0.6,sqrt,6,0.6241492311570457
imdb_big,1,0.05,0.6,sqrt,8,0.6298210234434081
imdb_big,1,0.05,0.8,0.2,2,0.5757499369800857
imdb_big,1,0.05,0.8,0.2,4,0.6167128812704815
imdb_big,1,0.05,0.8,0.2,6,0.6244013108142173
imdb_big,1,0.05,0.8,0.2,8,0.6280564658432064
imdb_big,1,0.05,0.8,0.4,2,0.5761280564658432
imdb_big,1,0.05,0.8,0.4,4,0.619359717670784
imdb_big,1,0.05,0.8,0.4,6,0.6313335013864381
imdb_big,1,0.05,0.8,0.4,8,0.6309553819006806
imdb_big,1,0.05,0.8,0.6,2,0.5760020166372574
imdb_big,1,0.05,0.8,0.6,4,0.6217544744139148
imdb_big,1,0.05,0.8,0.6,6,0.6324678598437106
imdb_big,1,0.05,0.8,0.6,8,0.6330980589866397
imdb_big,1,0.05,0.8,0.8,2,0.5760020166372574
imdb_big,1,0.05,0.8,0.8,4,0.6240231913284598
imdb_big,1,0.05,0.8,0.8,6,0.6343584572724981
imdb_big,1,0.05,0.8,0.8,8,0.6343584572724981
imdb_big,1,0.05,0.8,1.0,2,0.575497857322914
imdb_big,1,0.05,0.8,1.0,4,0.6220065540710865
imdb_big,1,0.05,0.8,1.0,6,0.6361230148726997
imdb_big,1,0.05,0.8,1.0,8,0.6330980589866397
imdb_big,1,0.05,0.8,sqrt,2,0.5757499369800857
imdb_big,1,0.05,0.8,sqrt,4,0.6134358457272499
imdb_big,1,0.05,0.8,sqrt,6,0.6245273506428032
imdb_big,1,0.05,0.8,sqrt,8,0.6312074615578522
imdb_big,1,0.05,1.0,0.2,2,0.5757499369800857
imdb_big,1,0.05,1.0,0.2,4,0.6172170405848248
imdb_big,1,0.05,1.0,0.2,6,0.6255356692714897
imdb_big,1,0.05,1.0,0.2,8,0.6308293420720947
imdb_big,1,0.05,1.0,0.4,2,0.5757499369800857
imdb_big,1,0.05,1.0,0.4,4,0.6204940761280565
imdb_big,1,0.05,1.0,0.4,6,0.6339803377867406
imdb_big,1,0.05,1.0,0.4,8,0.6315855810436097
imdb_big,1,0.05,1.0,0.6,2,0.5757499369800857
imdb_big,1,0.05,1.0,0.6,4,0.6235190320141165
imdb_big,1,0.05,1.0,0.6,6,0.6351146962440131
imdb_big,1,0.05,1.0,0.6,8,0.6351146962440131
imdb_big,1,0.05,1.0,0.8,2,0.575497857322914
imdb_big,1,0.05,1.0,0.8,4,0.6233929921855307
imdb_big,1,0.05,1.0,0.8,6,0.6338542979581547
imdb_big,1,0.05,1.0,0.8,8,0.6300731031005797
imdb_big,1,0.05,1.0,1.0,2,0.5757499369800857
imdb_big,1,0.05,1.0,1.0,4,0.623897151499874
imdb_big,1,0.05,1.0,1.0,6,0.6308293420720947
imdb_big,1,0.05,1.0,1.0,8,0.6305772624149231
imdb_big,1,0.05,1.0,sqrt,2,0.5757499369800857
imdb_big,1,0.05,1.0,sqrt,4,0.6149483236702799
imdb_big,1,0.05,1.0,sqrt,6,0.6240231913284598
imdb_big,1,0.05,1.0,sqrt,8,0.6304512225863372
imdb_big,1,0.2,0.6,0.2,2,0.6136879253844215
imdb_big,1,0.2,0.6,0.2,4,0.6283085455003781
imdb_big,1,0.2,0.6,0.2,6,0.6249054701285607
imdb_big,1,0.2,0.6,0.2,8,0.6177211998991682
imdb_big,1,0.2,0.6,0.4,2,0.6150743634988657
imdb_big,1,0.2,0.6,0.4,4,0.6354928157297706
imdb_big,1,0.2,0.6,0.4,6,0.6299470632719939
imdb_big,1,0.2,0.6,0.4,8,0.6154524829846232
imdb_big,1,0.2,0.6,0.6,2,0.617091000756239
imdb_big,1,0.2,0.6,0.6,4,0.6323418200151247
imdb_big,1,0.2,0.6,0.6,6,0.6322157801865389
imdb_big,1,0.2,0.6,0.6,8,0.6167128812704815
imdb_big,1,0.2,0.6,0.8,2,0.6182253592135115
imdb_big,1,0.2,0.6,0.8,4,0.6330980589866397
imdb_big,1,0.2,0.6,0.8,6,0.6317116208721956
imdb_big,1,0.2,0.6,0.8,8,0.6141920846987649
imdb_big,1,0.2,0.6,1.0,2,0.6177211998991682
imdb_big,1,0.2,0.6,1.0,4,0.6347365767582556
imdb_big,1,0.2,0.6,1.0,6,0.6280564658432064
imdb_big,1,0.2,0.6,1.0,8,0.6131837660700782
imdb_big,1,0.2,0.6,sqrt,2,0.6114192084698765
imdb_big,1,0.2,0.6,sqrt,4,0.6279304260146206
imdb_big,1,0.2,0.6,sqrt,6,0.6264179480715906
imdb_big,1,0.2,0.6,sqrt,8,0.6144441643559365
imdb_big,1,0.2,0.8,0.2,2,0.6135618855558357
imdb_big,1,0.2,0.8,0.2,4,0.6317116208721956
imdb_big,1,0.2,0.8,0.2,6,0.6279304260146206
imdb_big,1,0.2,0.8,0.2,8,0.620115956642299
imdb_big,1,0.2,0.8,0.4,2,0.615578522813209
imdb_big,1,0.2,0.8,0.4,4,0.6346105369296697
imdb_big,1,0.2,0.8,0.4,6,0.6327199395008822
imdb_big,1,0.2,0.8,0.4,8,0.6187295185278548
imdb_big,1,0.2,0.8,0.6,2,0.6175951600705823
imdb_big,1,0.2,0.8,0.6,4,0.6341063776153264
imdb_big,1,0.2,0.8,0.6,6,0.6318376607007814
imdb_big,1,0.2,0.8,0.6,8,0.617847239727754
imdb_big,1,0.2,0.8,0.8,2,0.6182253592135115
imdb_big,1,0.2,0.8,0.8,4,0.6349886564154272
imdb_big,1,0.2,0.8,0.8,6,0.6305772624149231
imdb_big,1,0.2,0.8,0.8,8,0.6179732795563398
imdb_big,1,0.2,0.8,1.0,2,0.6187295185278548
imdb_big,1,0.2,0.8,1.0,4,0.6343584572724981
imdb_big,1,0.2,0.8,1.0,6,0.6283085455003781
imdb_big,1,0.2,0.8,1.0,8,0.6232669523569448
imdb_big,1,0.2,0.8,sqrt,2,0.609528611041089
imdb_big,1,0.2,0.8,sqrt,4,0.6309553819006806
imdb_big,1,0.2,0.8,sqrt,6,0.6285606251575497
imdb_big,1,0.2,0.8,sqrt,8,0.6194857574993698
imdb_big,1,0.2,1.0,0.2,2,0.6129316864129065
imdb_big,1,0.2,1.0,0.2,4,0.6325938996722964
imdb_big,1,0.2,1.0,0.2,6,0.6320897403579531
imdb_big,1,0.2,1.0,0.2,8,0.6187295185278548
imdb_big,1,0.2,1.0,0.4,2,0.6154524829846232
imdb_big,1,0.2,1.0,0.4,4,0.6339803377867406
imdb_big,1,0.2,1.0,0.4,6,0.6328459793294681
imdb_big,1,0.2,1.0,0.4,8,0.6240231913284598
imdb_big,1,0.2,1.0,0.6,2,0.6159566422989665
imdb_big,1,0.2,1.0,0.6,4,0.6338542979581547
imdb_big,1,0.2,1.0,0.6,6,0.6324678598437106
imdb_big,1,0.2,1.0,0.6,8,0.6192336778421982
imdb_big,1,0.2,1.0,0.8,2,0.6165868414418957
imdb_big,1,0.2,1.0,0.8,4,0.6310814217292664
imdb_big,1,0.2,1.0,0.8,6,0.6278043861860347
imdb_big,1,0.2,1.0,0.8,8,0.6283085455003781
imdb_big,1,0.2,1.0,1.0,2,0.614822283841694
imdb_big,1,0.2,1.0,1.0,4,0.6346105369296697
imdb_big,1,0.2,1.0,1.0,6,0.6289387446433072
imdb_big,1,0.2,1.0,1.0,8,0.6215023947567432
imdb_big,1,0.2,1.0,sqrt,2,0.610284850012604
imdb_big,1,0.2,1.0,sqrt,4,0.6298210234434081
imdb_big,1,0.2,1.0,sqrt,6,0.6266700277287622
imdb_big,1,0.2,1.0,sqrt,8,0.6251575497857322
imdb_big,1,0.4,0.6,0.2,2,0.6199899168137132
imdb_big,1,0.4,0.6,0.2,4,0.6244013108142173
imdb_big,1,0.4,0.6,0.2,6,0.6010839425258382
imdb_big,1,0.4,0.6,0.2,8,0.572472901436854
imdb_big,1,0.4,0.6,0.4,2,0.619359717670784
imdb_big,1,0.4,0.6,0.4,4,0.6271741870431056
imdb_big,1,0.4,0.6,0.4,6,0.6046130577262415
imdb_big,1,0.4,0.6,0.4,8,0.5772624149231157
imdb_big,1,0.4,0.6,0.6,2,0.6221325938996723
imdb_big,1,0.4,0.6,0.6,4,0.6260398285858331
imdb_big,1,0.4,0.6,0.6,6,0.6022183009831107
imdb_big,1,0.4,0.6,0.6,8,0.5790269725233174
imdb_big,1,0.4,0.6,0.8,2,0.620115956642299
imdb_big,1,0.4,0.6,0.8,4,0.6298210234434081
imdb_big,1,0.4,0.6,0.8,6,0.6073859339551299
imdb_big,1,0.4,0.6,0.8,8,0.5729770607511974
imdb_big,1,0.4,0.6,1.0,2,0.6217544744139148
imdb_big,1,0.4,0.6,1.0,4,0.6310814217292664
imdb_big,1,0.4,0.6,1.0,6,0.6077640534408874
imdb_big,1,0.4,0.6,1.0,8,0.581547769095034
imdb_big,1,0.4,0.6,sqrt,2,0.6198638769851273
imdb_big,1,0.4,0.6,sqrt,4,0.6256617091000756
imdb_big,1,0.4,0.6,sqrt,6,0.6071338542979582
imdb_big,1,0.4,0.6,sqrt,8,0.5795311318376607
imdb_big,1,0.4,0.8,0.2,2,0.617847239727754
imdb_big,1,0.4,0.8,0.2,4,0.6279304260146206
imdb_big,1,0.4,0.8,0.2,6,0.608016133098059
imdb_big,1,0.4,0.8,0.2,8,0.593647592639274
imdb_big,1,0.4,0.8,0.4,2,0.621628434585329
imdb_big,1,0.4,0.8,0.4,4,0.6348626165868414
imdb_big,1,0.4,0.8,0.4,6,0.6120494076128057
imdb_big,1,0.4,0.8,0.4,8,0.5859591630955382
imdb_big,1,0.4,0.8,0.6,2,0.6228888328711873
imdb_big,1,0.4,0.8,0.6,4,0.6351146962440131
imdb_big,1,0.4,0.8,0.6,6,0.609528611041089
imdb_big,1,0.4,0.8,0.6,8,0.5882278800100832
imdb_big,1,0.4,0.8,0.8,2,0.6254096294429039
imdb_big,1,0.4,0.8,0.8,4,0.6338542979581547
imdb_big,1,0.4,0.8,0.8,6,0.6066296949836149
imdb_big,1,0.4,0.8,0.8,8,0.584572724981094
imdb_big,1,0.4,0.8,1.0,2,0.6222586337282582
imdb_big,1,0.4,0.8,1.0,4,0.6329720191580539
imdb_big,1,0.4,0.8,1.0,6,0.6105369296697757
imdb_big,1,0.4,0.8,1.0,8,0.5865893622384674
imdb_big,1,0.4,0.8,sqrt,2,0.6165868414418957
imdb_big,1,0.4,0.8,sqrt,4,0.6267960675573481
imdb_big,1,0.4,0.8,sqrt,6,0.6111671288127049
imdb_big,1,0.4,0.8,sqrt,8,0.5967985883539199
imdb_big,1,0.4,1.0,0.2,2,0.620872195613814
imdb_big,1,0.4,1.0,0.2,4,0.6303251827577514
imdb_big,1,0.4,1.0,0.2,6,0.6191076380136123
imdb_big,1,0.4,1.0,0.2,8,0.6022183009831107
imdb_big,1,0.4,1.0,0.4,2,0.6226367532140157
imdb_big,1,0.4,1.0,0.4,4,0.6337282581295689
imdb_big,1,0.4,1.0,0.4,6,0.618603478699269
imdb_big,1,0.4,1.0,0.4,8,0.604234938240484
imdb_big,1,0.4,1.0,0.6,2,0.6230148726997732
imdb_big,1,0.4,1.0,0.6,4,0.6308293420720947
imdb_big,1,0.4,1.0,0.6,6,0.6149483236702799
imdb_big,1,0.4,1.0,0.6,8,0.6005797832114949
imdb_big,1,0.4,1.0,0.8,2,0.6222586337282582
imdb_big,1,0.4,1.0,0.8,4,0.6327199395008822
imdb_big,1,0.4,1.0,0.8,6,0.6152004033274515
imdb_big,1,0.4,1.0,0.8,8,0.5947819510965465
imdb_big,1,0.4,1.0,1.0,2,0.6232669523569448
imdb_big,1,0.4,1.0,1.0,4,0.6301991429291656
imdb_big,1,0.4,1.0,1.0,6,0.6146962440131082
imdb_big,1,0.4,1.0,1.0,8,0.5957902697252332
imdb_big,1,0.4,1.0,sqrt,2,0.6180993193849257
imdb_big,1,0.4,1.0,sqrt,4,0.6300731031005797
imdb_big,1,0.4,1.0,sqrt,6,0.620872195613814
imdb_big,1,0.4,1.0,sqrt,8,0.5930173934963449
imdb_big,1,0.6,0.6,0.2,2,0.6194857574993698
imdb_big,1,0.6,0.6,0.2,4,0.617847239727754
imdb_big,1,0.6,0.6,0.2,6,0.5858331232669524
imdb_big,1,0.6,0.6,0.2,8,0.5428535417191832
imdb_big,1,0.6,0.6,0.4,2,0.6240231913284598
imdb_big,1,0.6,0.6,0.4,4,0.6168389210990673
imdb_big,1,0.6,0.6,0.4,6,0.5786488530375599
imdb_big,1,0.6,0.6,0.4,8,0.5336526342324175
imdb_big,1,0.6,0.6,0.6,2,0.623140912528359
imdb_big,1,0.6,0.6,0.6,4,0.614822283841694
imdb_big,1,0.6,0.6,0.6,6,0.5804134106377615
imdb_big,1,0.6,0.6,0.6,8,0.5369296697756492
imdb_big,1,0.6,0.6,0.8,2,0.6228888328711873
imdb_big,1,0.6,0.6,0.8,4,0.6162087219561382
imdb_big,1,0.6,0.6,0.8,6,0.5736072598941265
imdb_big,1,0.6,0.6,0.8,8,0.5388202672044367
imdb_big,1,0.6,0.6,1.0,2,0.6230148726997732
imdb_big,1,0.6,0.6,1.0,4,0.619359717670784
imdb_big,1,0.6,0.6,1.0,6,0.580035291152004
imdb_big,1,0.6,0.6,1.0,8,0.5351651121754475
imdb_big,1,0.6,0.6,sqrt,2,0.6204940761280565
imdb_big,1,0.6,0.6,sqrt,4,0.6162087219561382
imdb_big,1,0.6,0.6,sqrt,6,0.5884799596672549
imdb_big,1,0.6,0.6,sqrt,8,0.5476430552054449
imdb_big,1,0.6,0.8,0.2,2,0.620872195613814
imdb_big,1,0.6,0.8,0.2,4,0.6270481472145197
imdb_big,1,0.6,0.8,0.2,6,0.5945298714393749
imdb_big,1,0.6,0.8,0.2,8,0.5607511973783715
imdb_big,1,0.6,0.8,0.4,2,0.6232669523569448
imdb_big,1,0.6,0.8,0.4,4,0.6250315099571464
imdb_big,1,0.6,0.8,0.4,6,0.5903705570960424
imdb_big,1,0.6,0.8,0.4,8,0.549029493319889
imdb_big,1,0.6,0.8,0.6,2,0.623897151499874
imdb_big,1,0.6,0.8,0.6,4,0.6250315099571464
imdb_big,1,0.6,0.8,0.6,6,0.5888580791530124
imdb_big,1,0.6,0.8,0.6,8,0.5494076128056465
imdb_big,1,0.6,0.8,0.8,2,0.621628434585329
imdb_big,1,0.6,0.8,0.8,4,0.6217544744139148
imdb_big,1,0.6,0.8,0.8,6,0.5855810436097807
imdb_big,1,0.6,0.8,0.8,8,0.5534408873203932
imdb_big,1,0.6,0.8,1.0,2,0.6203680362994707
imdb_big,1,0.6,0.8,1.0,4,0.6233929921855307
imdb_big,1,0.6,0.8,1.0,6,0.5831862868666499
imdb_big,1,0.6,0.8,1.0,8,0.560373077892614
imdb_big,1,0.6,0.8,sqrt,2,0.6167128812704815
imdb_big,1,0.6,0.8,sqrt,4,0.6134358457272499
imdb_big,1,0.6,0.8,sqrt,6,0.592891353667759
imdb_big,1,0.6,0.8,sqrt,8,0.5622636753214015
imdb_big,1,0.6,1.0,0.2,2,0.6189815981850265
imdb_big,1,0.6,1.0,0.2,4,0.6247794302999748
imdb_big,1,0.6,1.0,0.2,6,0.601966221325939
imdb_big,1,0.6,1.0,0.2,8,0.5737332997227124
imdb_big,1,0.6,1.0,0.4,2,0.6225107133854298
imdb_big,1,0.6,1.0,0.4,4,0.6291908243004789
imdb_big,1,0.6,1.0,0.4,6,0.6043609780690699
imdb_big,1,0.6,1.0,0.4,8,0.5751197378371565
imdb_big,1,0.6,1.0,0.6,2,0.6215023947567432
imdb_big,1,0.6,1.0,0.6,4,0.6260398285858331
imdb_big,1,0.6,1.0,0.6,6,0.604234938240484
imdb_big,1,0.6,1.0,0.6,8,0.5703302243508949
imdb_big,1,0.6,1.0,0.8,2,0.623897151499874
imdb_big,1,0.6,1.0,0.8,4,0.6257877489286614
imdb_big,1,0.6,1.0,0.8,6,0.599697504411394
imdb_big,1,0.6,1.0,0.8,8,0.5632719939500882
imdb_big,1,0.6,1.0,1.0,2,0.6232669523569448
imdb_big,1,0.6,1.0,1.0,4,0.6262919082430047
imdb_big,1,0.6,1.0,1.0,6,0.5945298714393749
imdb_big,1,0.6,1.0,1.0,8,0.5712125031509957
imdb_big,1,0.6,1.0,sqrt,2,0.6184774388706832
imdb_big,1,0.6,1.0,sqrt,4,0.6278043861860347
imdb_big,1,0.6,1.0,sqrt,6,0.600453743382909
imdb_big,1,0.6,1.0,sqrt,8,0.577766574237459
imdb_big,2,0.05,0.6,0.2,2,0.5758759768086715
imdb_big,2,0.05,0.6,0.2,4,0.6138139652130074
imdb_big,2,0.05,0.6,0.2,6,0.6250315099571464
imdb_big,2,0.05,0.6,0.2,8,0.6289387446433072
imdb_big,2,0.05,0.6,0.4,2,0.5761280564658432
imdb_big,2,0.05,0.6,0.4,4,0.6177211998991682
imdb_big,2,0.05,0.6,0.4,6,0.6290647844718931
imdb_big,2,0.05,0.6,0.4,8,0.6312074615578522
imdb_big,2,0.05,0.6,0.6,2,0.5761280564658432
imdb_big,2,0.05,0.6,0.6,4,0.620115956642299
imdb_big,2,0.05,0.6,0.6,6,0.6285606251575497
imdb_big,2,0.05,0.6,0.6,8,0.6300731031005797
imdb_big,2,0.05,0.6,0.8,2,0.5761280564658432
imdb_big,2,0.05,0.6,0.8,4,0.6218805142425007
imdb_big,2,0.05,0.6,0.8,6,0.6342324174439122
imdb_big,2,0.05,0.6,0.8,8,0.6328459793294681
imdb_big,2,0.05,0.6,1.0,2,0.5763801361230149
imdb_big,2,0.05,0.6,1.0,4,0.6221325938996723
imdb_big,2,0.05,0.6,1.0,6,0.6301991429291656
imdb_big,2,0.05,0.6,1.0,8,0.6356188555583564
imdb_big,2,0.05,0.6,sqrt,2,0.5758759768086715
imdb_big,2,0.05,0.6,sqrt,4,0.612553566927149
imdb_big,2,0.05,0.6,sqrt,6,0.6252835896143181
