Attributes
atom_atomtype[X,Y,Y] :  7.39607e+00 ; iterations: [ 7.39607e+00 ]
atom_charge[X,Y,Y]   :  1.08433e+00 ; iterations: [ 1.08433e+00 ]
sbond_1_atomid[Y,Y,Y]:  8.42690e-01 ; iterations: [ 8.42690e-01 ]
atom_charge[Y,Y,Y]   :  3.14789e-01 ; iterations: [ 3.14789e-01 ]
sbond_1_atomid[X,Y,Y]:  2.62312e-01 ; iterations: [ 2.62312e-01 ]
atom_atomtype[Y,Y,Y] :  1.01999e-01 ; iterations: [ 1.01999e-01 ]
sbond_2_atomid[Y,Y,Y]:  9.42021e-02 ; iterations: [ 9.42021e-02 ]
sbond_7_atomid[Y,Y,Y]:  7.61259e-02 ; iterations: [ 7.61259e-02 ]
sbond_2_atomid[X,Y,Y]:  6.71929e-02 ; iterations: [ 6.71929e-02 ]
atom_name[X,Y,Y]     :  2.12980e-02 ; iterations: [ 2.12980e-02 ]

Attributes summed
atom_atomtype        :  7.49807e+00 ; iterations: [ 7.49807e+00 ]
atom_charge          :  1.39912e+00 ; iterations: [ 1.39912e+00 ]
sbond_1_atomid       :  1.10500e+00 ; iterations: [ 1.10500e+00 ]
sbond_2_atomid       :  1.61395e-01 ; iterations: [ 1.61395e-01 ]
sbond_7_atomid       :  7.61259e-02 ; iterations: [ 7.61259e-02 ]
atom_name            :  2.12980e-02 ; iterations: [ 2.12980e-02 ]

Aggregators
count                :  6.07032e+00 ; iterations: [ 6.07032e+00 ]
projection2_mode     :  1.61556e+00 ; iterations: [ 1.61556e+00 ]
sum                  :  1.25787e+00 ; iterations: [ 1.25787e+00 ]
max                  :  5.88990e-01 ; iterations: [ 5.88990e-01 ]
mode                 :  3.49847e-01 ; iterations: [ 3.49847e-01 ]
min                  :  2.65926e-01 ; iterations: [ 2.65926e-01 ]
projection0_mode     :  1.12497e-01 ; iterations: [ 1.12497e-01 ]

