Attributes
atom_atomtype[X,Y,Y] :  4.07623e+00 ; iterations: [ 4.07623e+00 ]
atom_charge[X,Y,Y]   :  1.15113e+00 ; iterations: [ 1.15113e+00 ]
atom_name[X,Y,Y]     :  9.81132e-01 ; iterations: [ 9.81132e-01 ]
sbond_1_atomid[Y,Y,Y]:  5.03120e-01 ; iterations: [ 5.03120e-01 ]
atom_charge[Y,Y,Y]   :  2.23661e-01 ; iterations: [ 2.23661e-01 ]
sbond_1_atomid[X,Y,Y]:  2.15335e-01 ; iterations: [ 2.15335e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.87500e-01 ; iterations: [ 1.87500e-01 ]
sbond_7_atomid[X,Y,Y]:  1.31314e-01 ; iterations: [ 1.31314e-01 ]
sbond_2_atomid[X,Y,Y]:  5.06915e-02 ; iterations: [ 5.06915e-02 ]
atom_atomtype[Y,Y,Y] :  1.01907e-02 ; iterations: [ 1.01907e-02 ]

Attributes summed
atom_atomtype        :  4.08642e+00 ; iterations: [ 4.08642e+00 ]
atom_charge          :  1.37479e+00 ; iterations: [ 1.37479e+00 ]
atom_name            :  9.81132e-01 ; iterations: [ 9.81132e-01 ]
sbond_1_atomid       :  7.18456e-01 ; iterations: [ 7.18456e-01 ]
sbond_7_atomid       :  3.18814e-01 ; iterations: [ 3.18814e-01 ]
sbond_2_atomid       :  5.06915e-02 ; iterations: [ 5.06915e-02 ]

Aggregators
count                :  4.50704e+00 ; iterations: [ 4.50704e+00 ]
sum                  :  1.00069e+00 ; iterations: [ 1.00069e+00 ]
min                  :  9.82745e-01 ; iterations: [ 9.82745e-01 ]
projection2_mode     :  3.37522e-01 ; iterations: [ 3.37522e-01 ]
mode                 :  3.35235e-01 ; iterations: [ 3.35235e-01 ]
projection0_mode     :  1.87500e-01 ; iterations: [ 1.87500e-01 ]
max                  :  1.79566e-01 ; iterations: [ 1.79566e-01 ]

