Attributes
atom_atomtype[X,Y,Y] :  4.91986e+00 ; iterations: [ 4.91986e+00 ]
atom_name[X,Y,Y]     :  5.37136e-01 ; iterations: [ 5.37136e-01 ]
atom_charge[Y,Y,Y]   :  4.74881e-01 ; iterations: [ 4.74881e-01 ]
atom_charge[X,Y,Y]   :  4.74880e-01 ; iterations: [ 4.74880e-01 ]
sbond_1_atomid[X,Y,Y]:  4.74771e-01 ; iterations: [ 4.74771e-01 ]
sbond_2_atomid[Y,Y,Y]:  4.52421e-01 ; iterations: [ 4.52421e-01 ]
sbond_2_atomid[X,Y,Y]:  2.60295e-01 ; iterations: [ 2.60295e-01 ]
atom_atomtype[Y,Y,Y] :  1.87928e-01 ; iterations: [ 1.87928e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.18655e-01 ; iterations: [ 1.18655e-01 ]
sbond_7_atomid[Y,Y,Y]:  4.00000e-02 ; iterations: [ 4.00000e-02 ]
atom_name[Y,Y,Y]     :  2.04424e-02 ; iterations: [ 2.04424e-02 ]

Attributes summed
atom_atomtype        :  5.10778e+00 ; iterations: [ 5.10778e+00 ]
atom_charge          :  9.49761e-01 ; iterations: [ 9.49761e-01 ]
sbond_2_atomid       :  7.12716e-01 ; iterations: [ 7.12716e-01 ]
sbond_1_atomid       :  5.93426e-01 ; iterations: [ 5.93426e-01 ]
atom_name            :  5.57578e-01 ; iterations: [ 5.57578e-01 ]
sbond_7_atomid       :  4.00000e-02 ; iterations: [ 4.00000e-02 ]

Aggregators
count                :  4.39399e+00 ; iterations: [ 4.39399e+00 ]
sum                  :  1.22880e+00 ; iterations: [ 1.22880e+00 ]
projection2_mode     :  1.06370e+00 ; iterations: [ 1.06370e+00 ]
mode                 :  7.20789e-01 ; iterations: [ 7.20789e-01 ]
projection0_mode     :  4.06066e-01 ; iterations: [ 4.06066e-01 ]
max                  :  8.12452e-02 ; iterations: [ 8.12452e-02 ]
min                  :  6.66743e-02 ; iterations: [ 6.66743e-02 ]

