Attributes
atom_atomtype[X,Y,Y] :  4.48893e+00 ; iterations: [ 4.48893e+00 ]
sbond_1_atomid[X,Y,Y]:  6.61263e-01 ; iterations: [ 6.61263e-01 ]
atom_charge[X,Y,Y]   :  4.77245e-01 ; iterations: [ 4.77245e-01 ]
sbond_2_atomid[Y,Y,Y]:  3.29647e-01 ; iterations: [ 3.29647e-01 ]
atom_atomtype[Y,Y,Y] :  3.08215e-01 ; iterations: [ 3.08215e-01 ]
atom_charge[Y,Y,Y]   :  2.88193e-01 ; iterations: [ 2.88193e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.55364e-01 ; iterations: [ 2.55364e-01 ]
sbond_2_atomid[X,Y,Y]:  2.20428e-01 ; iterations: [ 2.20428e-01 ]
atom_name[X,Y,Y]     :  2.07376e-01 ; iterations: [ 2.07376e-01 ]
sbond_7_atomid[X,Y,Y]:  7.63817e-02 ; iterations: [ 7.63817e-02 ]
atom_name[Y,Y,Y]     :  7.42599e-02 ; iterations: [ 7.42599e-02 ]
sbond_7_atomid[Y,Y,Y]:  1.10298e-02 ; iterations: [ 1.10298e-02 ]

Attributes summed
atom_atomtype        :  4.79715e+00 ; iterations: [ 4.79715e+00 ]
sbond_1_atomid       :  9.16627e-01 ; iterations: [ 9.16627e-01 ]
atom_charge          :  7.65439e-01 ; iterations: [ 7.65439e-01 ]
sbond_2_atomid       :  5.50075e-01 ; iterations: [ 5.50075e-01 ]
atom_name            :  2.81636e-01 ; iterations: [ 2.81636e-01 ]
sbond_7_atomid       :  8.74115e-02 ; iterations: [ 8.74115e-02 ]

Aggregators
count                :  3.98164e+00 ; iterations: [ 3.98164e+00 ]
projection2_mode     :  1.22160e+00 ; iterations: [ 1.22160e+00 ]
sum                  :  9.99727e-01 ; iterations: [ 9.99727e-01 ]
mode                 :  7.01406e-01 ; iterations: [ 7.01406e-01 ]
min                  :  2.74060e-01 ; iterations: [ 2.74060e-01 ]
max                  :  1.20609e-01 ; iterations: [ 1.20609e-01 ]
projection0_mode     :  9.92949e-02 ; iterations: [ 9.92949e-02 ]

