Attributes
atom_atomtype[X,Y,Y] :  4.54935e+00 ; iterations: [ 4.54935e+00 ]
atom_charge[X,Y,Y]   :  1.43716e+00 ; iterations: [ 1.43716e+00 ]
sbond_1_atomid[X,Y,Y]:  8.45066e-01 ; iterations: [ 8.45066e-01 ]
atom_charge[Y,Y,Y]   :  6.32880e-01 ; iterations: [ 6.32880e-01 ]
sbond_2_atomid[Y,Y,Y]:  3.01420e-01 ; iterations: [ 3.01420e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.68820e-01 ; iterations: [ 2.68820e-01 ]
atom_name[X,Y,Y]     :  1.79345e-01 ; iterations: [ 1.79345e-01 ]
sbond_2_atomid[X,Y,Y]:  5.27198e-02 ; iterations: [ 5.27198e-02 ]
atom_atomtype[Y,Y,Y] :  3.20227e-02 ; iterations: [ 3.20227e-02 ]
sbond_7_atomid[Y,Y,Y]:  3.01309e-02 ; iterations: [ 3.01309e-02 ]
atom_name[Y,Y,Y]     :  2.06971e-02 ; iterations: [ 2.06971e-02 ]
sbond_3_atomid[Y,Y,Y]:  1.69377e-02 ; iterations: [ 1.69377e-02 ]

Attributes summed
atom_atomtype        :  4.58138e+00 ; iterations: [ 4.58138e+00 ]
atom_charge          :  2.07004e+00 ; iterations: [ 2.07004e+00 ]
sbond_1_atomid       :  1.11389e+00 ; iterations: [ 1.11389e+00 ]
sbond_2_atomid       :  3.54139e-01 ; iterations: [ 3.54139e-01 ]
atom_name            :  2.00042e-01 ; iterations: [ 2.00042e-01 ]
sbond_7_atomid       :  3.01309e-02 ; iterations: [ 3.01309e-02 ]
sbond_3_atomid       :  1.69377e-02 ; iterations: [ 1.69377e-02 ]

Aggregators
count                :  4.23235e+00 ; iterations: [ 4.23235e+00 ]
projection2_mode     :  9.30498e-01 ; iterations: [ 9.30498e-01 ]
max                  :  8.92504e-01 ; iterations: [ 8.92504e-01 ]
sum                  :  7.58587e-01 ; iterations: [ 7.58587e-01 ]
mode                 :  7.28009e-01 ; iterations: [ 7.28009e-01 ]
min                  :  4.64696e-01 ; iterations: [ 4.64696e-01 ]
projection0_mode     :  3.59911e-01 ; iterations: [ 3.59911e-01 ]

