Attributes
atom_atomtype[X,Y,Y] :  3.53002e+00 ; iterations: [ 3.53002e+00 ]
atom_charge[X,Y,Y]   :  7.95498e-01 ; iterations: [ 7.95498e-01 ]
sbond_1_atomid[X,Y,Y]:  6.96710e-01 ; iterations: [ 6.96710e-01 ]
atom_charge[Y,Y,Y]   :  5.54017e-01 ; iterations: [ 5.54017e-01 ]
atom_atomtype[Y,Y,Y] :  2.91084e-01 ; iterations: [ 2.91084e-01 ]
sbond_2_atomid[X,Y,Y]:  2.01523e-01 ; iterations: [ 2.01523e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.90219e-01 ; iterations: [ 1.90219e-01 ]
atom_name[X,Y,Y]     :  1.49839e-01 ; iterations: [ 1.49839e-01 ]
atom_name[Y,Y,Y]     :  1.34137e-01 ; iterations: [ 1.34137e-01 ]
sbond_7_atomid[Y,Y,Y]:  2.35457e-02 ; iterations: [ 2.35457e-02 ]

Attributes summed
atom_atomtype        :  3.82111e+00 ; iterations: [ 3.82111e+00 ]
atom_charge          :  1.34951e+00 ; iterations: [ 1.34951e+00 ]
sbond_1_atomid       :  8.86928e-01 ; iterations: [ 8.86928e-01 ]
atom_name            :  2.83976e-01 ; iterations: [ 2.83976e-01 ]
sbond_2_atomid       :  2.01523e-01 ; iterations: [ 2.01523e-01 ]
sbond_7_atomid       :  2.35457e-02 ; iterations: [ 2.35457e-02 ]

Aggregators
count                :  3.66061e+00 ; iterations: [ 3.66061e+00 ]
projection2_mode     :  8.69348e-01 ; iterations: [ 8.69348e-01 ]
mode                 :  8.19238e-01 ; iterations: [ 8.19238e-01 ]
sum                  :  5.30781e-01 ; iterations: [ 5.30781e-01 ]
min                  :  4.96180e-01 ; iterations: [ 4.96180e-01 ]
projection0_mode     :  9.81921e-02 ; iterations: [ 9.81921e-02 ]
max                  :  9.22414e-02 ; iterations: [ 9.22414e-02 ]

