Attributes
atom_atomtype[X,Y,Y] :  4.27332e+00 ; iterations: [ 4.27332e+00 ]
atom_charge[X,Y,Y]   :  9.95260e-01 ; iterations: [ 9.95260e-01 ]
sbond_1_atomid[Y,Y,Y]:  8.82598e-01 ; iterations: [ 8.82598e-01 ]
atom_charge[Y,Y,Y]   :  4.55966e-01 ; iterations: [ 4.55966e-01 ]
sbond_2_atomid[X,Y,Y]:  3.18086e-01 ; iterations: [ 3.18086e-01 ]
atom_atomtype[Y,Y,Y] :  2.80015e-01 ; iterations: [ 2.80015e-01 ]
atom_name[X,Y,Y]     :  1.63708e-01 ; iterations: [ 1.63708e-01 ]
sbond_1_atomid[X,Y,Y]:  1.59782e-01 ; iterations: [ 1.59782e-01 ]
sbond_7_atomid[Y,Y,Y]:  4.57143e-02 ; iterations: [ 4.57143e-02 ]
sbond_2_atomid[Y,Y,Y]:  1.83502e-02 ; iterations: [ 1.83502e-02 ]

Attributes summed
atom_atomtype        :  4.55333e+00 ; iterations: [ 4.55333e+00 ]
atom_charge          :  1.45123e+00 ; iterations: [ 1.45123e+00 ]
sbond_1_atomid       :  1.04238e+00 ; iterations: [ 1.04238e+00 ]
sbond_2_atomid       :  3.36436e-01 ; iterations: [ 3.36436e-01 ]
atom_name            :  1.63708e-01 ; iterations: [ 1.63708e-01 ]
sbond_7_atomid       :  4.57143e-02 ; iterations: [ 4.57143e-02 ]

Aggregators
count                :  2.99352e+00 ; iterations: [ 2.99352e+00 ]
projection2_mode     :  1.72800e+00 ; iterations: [ 1.72800e+00 ]
sum                  :  9.20517e-01 ; iterations: [ 9.20517e-01 ]
mode                 :  8.34120e-01 ; iterations: [ 8.34120e-01 ]
max                  :  4.28948e-01 ; iterations: [ 4.28948e-01 ]
projection0_mode     :  4.10159e-01 ; iterations: [ 4.10159e-01 ]
min                  :  2.77534e-01 ; iterations: [ 2.77534e-01 ]

