Attributes
atom_atomtype[X,Y,Y] :  5.47886e+00 ; iterations: [ 5.47886e+00 ]
atom_name[X,Y,Y]     :  1.27728e+00 ; iterations: [ 1.27728e+00 ]
sbond_1_atomid[X,Y,Y]:  2.96289e-01 ; iterations: [ 2.96289e-01 ]
atom_charge[Y,Y,Y]   :  2.73344e-01 ; iterations: [ 2.73344e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.55788e-01 ; iterations: [ 2.55788e-01 ]
atom_atomtype[Y,Y,Y] :  2.49148e-01 ; iterations: [ 2.49148e-01 ]
atom_charge[X,Y,Y]   :  2.47820e-01 ; iterations: [ 2.47820e-01 ]
sbond_2_atomid[X,Y,Y]:  2.42730e-01 ; iterations: [ 2.42730e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.39482e-01 ; iterations: [ 2.39482e-01 ]
atom_name[Y,Y,Y]     :  1.17226e-02 ; iterations: [ 1.17226e-02 ]
sbond_7_atomid[Y,Y,Y]:  9.18367e-03 ; iterations: [ 9.18367e-03 ]

Attributes summed
atom_atomtype        :  5.72800e+00 ; iterations: [ 5.72800e+00 ]
atom_name            :  1.28900e+00 ; iterations: [ 1.28900e+00 ]
sbond_1_atomid       :  5.52077e-01 ; iterations: [ 5.52077e-01 ]
atom_charge          :  5.21164e-01 ; iterations: [ 5.21164e-01 ]
sbond_2_atomid       :  4.82213e-01 ; iterations: [ 4.82213e-01 ]
sbond_7_atomid       :  9.18367e-03 ; iterations: [ 9.18367e-03 ]

Aggregators
count                :  4.81519e+00 ; iterations: [ 4.81519e+00 ]
projection2_mode     :  1.47866e+00 ; iterations: [ 1.47866e+00 ]
sum                  :  9.55265e-01 ; iterations: [ 9.55265e-01 ]
mode                 :  6.06686e-01 ; iterations: [ 6.06686e-01 ]
projection0_mode     :  3.12072e-01 ; iterations: [ 3.12072e-01 ]
min                  :  3.12044e-01 ; iterations: [ 3.12044e-01 ]
max                  :  1.01727e-01 ; iterations: [ 1.01727e-01 ]

