Attributes
atom_atomtype[X,Y,Y] :  4.12423e+00 ; iterations: [ 4.12423e+00 ]
atom_charge[X,Y,Y]   :  8.01338e-01 ; iterations: [ 8.01338e-01 ]
atom_name[X,Y,Y]     :  7.70538e-01 ; iterations: [ 7.70538e-01 ]
atom_charge[Y,Y,Y]   :  4.97544e-01 ; iterations: [ 4.97544e-01 ]
sbond_1_atomid[X,Y,Y]:  3.43314e-01 ; iterations: [ 3.43314e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.21675e-01 ; iterations: [ 3.21675e-01 ]
atom_name[Y,Y,Y]     :  1.67612e-01 ; iterations: [ 1.67612e-01 ]
atom_atomtype[Y,Y,Y] :  1.30760e-01 ; iterations: [ 1.30760e-01 ]
sbond_2_atomid[X,Y,Y]:  1.15278e-01 ; iterations: [ 1.15278e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.09299e-01 ; iterations: [ 1.09299e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.01245e-01 ; iterations: [ 1.01245e-01 ]
sbond_7_atomid[X,Y,Y]:  4.37622e-02 ; iterations: [ 4.37622e-02 ]

Attributes summed
atom_atomtype        :  4.25499e+00 ; iterations: [ 4.25499e+00 ]
atom_charge          :  1.29888e+00 ; iterations: [ 1.29888e+00 ]
atom_name            :  9.38150e-01 ; iterations: [ 9.38150e-01 ]
sbond_1_atomid       :  6.64989e-01 ; iterations: [ 6.64989e-01 ]
sbond_2_atomid       :  2.24577e-01 ; iterations: [ 2.24577e-01 ]
sbond_7_atomid       :  1.45007e-01 ; iterations: [ 1.45007e-01 ]

Aggregators
count                :  3.35459e+00 ; iterations: [ 3.35459e+00 ]
projection2_mode     :  1.36497e+00 ; iterations: [ 1.36497e+00 ]
sum                  :  1.33291e+00 ; iterations: [ 1.33291e+00 ]
mode                 :  7.76641e-01 ; iterations: [ 7.76641e-01 ]
min                  :  3.61095e-01 ; iterations: [ 3.61095e-01 ]
projection0_mode     :  1.72529e-01 ; iterations: [ 1.72529e-01 ]
max                  :  1.63854e-01 ; iterations: [ 1.63854e-01 ]

