Attributes
atom_atomtype[X,Y,Y] :  6.20091e+00 ; iterations: [ 6.20091e+00 ]
atom_charge[Y,Y,Y]   :  8.05770e-01 ; iterations: [ 8.05770e-01 ]
sbond_1_atomid[Y,Y,Y]:  6.60664e-01 ; iterations: [ 6.60664e-01 ]
sbond_1_atomid[X,Y,Y]:  5.77032e-01 ; iterations: [ 5.77032e-01 ]
atom_charge[X,Y,Y]   :  4.92514e-01 ; iterations: [ 4.92514e-01 ]
atom_name[X,Y,Y]     :  1.59826e-01 ; iterations: [ 1.59826e-01 ]
sbond_2_atomid[X,Y,Y]:  1.30191e-01 ; iterations: [ 1.30191e-01 ]
sbond_2_atomid[Y,Y,Y]:  7.96136e-02 ; iterations: [ 7.96136e-02 ]
atom_atomtype[Y,Y,Y] :  6.06191e-02 ; iterations: [ 6.06191e-02 ]
atom_name[Y,Y,Y]     :  2.97093e-02 ; iterations: [ 2.97093e-02 ]
sbond_7_atomid[Y,Y,Y]:  2.77507e-02 ; iterations: [ 2.77507e-02 ]

Attributes summed
atom_atomtype        :  6.26153e+00 ; iterations: [ 6.26153e+00 ]
atom_charge          :  1.29828e+00 ; iterations: [ 1.29828e+00 ]
sbond_1_atomid       :  1.23770e+00 ; iterations: [ 1.23770e+00 ]
sbond_2_atomid       :  2.09804e-01 ; iterations: [ 2.09804e-01 ]
atom_name            :  1.89536e-01 ; iterations: [ 1.89536e-01 ]
sbond_7_atomid       :  2.77507e-02 ; iterations: [ 2.77507e-02 ]

Aggregators
count                :  5.03392e+00 ; iterations: [ 5.03392e+00 ]
projection2_mode     :  1.66894e+00 ; iterations: [ 1.66894e+00 ]
sum                  :  1.02463e+00 ; iterations: [ 1.02463e+00 ]
mode                 :  9.45630e-01 ; iterations: [ 9.45630e-01 ]
projection0_mode     :  2.16739e-01 ; iterations: [ 2.16739e-01 ]
min                  :  2.08409e-01 ; iterations: [ 2.08409e-01 ]
max                  :  1.26325e-01 ; iterations: [ 1.26325e-01 ]

