Attributes
atom_atomtype[X,Y,Y] :  4.90822e+00 ; iterations: [ 4.90822e+00 ]
atom_charge[X,Y,Y]   :  1.79054e+00 ; iterations: [ 1.79054e+00 ]
atom_name[X,Y,Y]     :  4.91277e-01 ; iterations: [ 4.91277e-01 ]
sbond_1_atomid[X,Y,Y]:  2.40604e-01 ; iterations: [ 2.40604e-01 ]
atom_atomtype[Y,Y,Y] :  1.64032e-01 ; iterations: [ 1.64032e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.61809e-01 ; iterations: [ 1.61809e-01 ]
atom_charge[Y,Y,Y]   :  1.43561e-01 ; iterations: [ 1.43561e-01 ]
sbond_2_atomid[X,Y,Y]:  1.31313e-01 ; iterations: [ 1.31313e-01 ]
sbond_1_atomid[Y,Y,Y]:  6.83314e-02 ; iterations: [ 6.83314e-02 ]
sbond_7_atomid[Y,Y,Y]:  6.42705e-02 ; iterations: [ 6.42705e-02 ]
atom_name[Y,Y,Y]     :  3.46227e-02 ; iterations: [ 3.46227e-02 ]
sbond_7_atomid[X,Y,Y]:  3.13018e-02 ; iterations: [ 3.13018e-02 ]

Attributes summed
atom_atomtype        :  5.07225e+00 ; iterations: [ 5.07225e+00 ]
atom_charge          :  1.93410e+00 ; iterations: [ 1.93410e+00 ]
atom_name            :  5.25900e-01 ; iterations: [ 5.25900e-01 ]
sbond_1_atomid       :  3.08935e-01 ; iterations: [ 3.08935e-01 ]
sbond_2_atomid       :  2.93122e-01 ; iterations: [ 2.93122e-01 ]
sbond_7_atomid       :  9.55723e-02 ; iterations: [ 9.55723e-02 ]

Aggregators
count                :  5.30165e+00 ; iterations: [ 5.30165e+00 ]
projection2_mode     :  9.46146e-01 ; iterations: [ 9.46146e-01 ]
sum                  :  8.95414e-01 ; iterations: [ 8.95414e-01 ]
min                  :  5.38033e-01 ; iterations: [ 5.38033e-01 ]
mode                 :  2.89929e-01 ; iterations: [ 2.89929e-01 ]
projection0_mode     :  1.54553e-01 ; iterations: [ 1.54553e-01 ]
max                  :  1.04155e-01 ; iterations: [ 1.04155e-01 ]

