Attributes
atom_atomtype[X,Y,Y] :  2.38907e+00 ; iterations: [ 2.38907e+00 ]
atom_charge[X,Y,Y]   :  2.04953e+00 ; iterations: [ 2.04953e+00 ]
sbond_1_atomid[X,Y,Y]:  6.53417e-01 ; iterations: [ 6.53417e-01 ]
atom_name[X,Y,Y]     :  6.11730e-01 ; iterations: [ 6.11730e-01 ]
atom_charge[Y,Y,Y]   :  4.04883e-01 ; iterations: [ 4.04883e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.86236e-01 ; iterations: [ 3.86236e-01 ]
atom_atomtype[Y,Y,Y] :  2.95892e-01 ; iterations: [ 2.95892e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.22449e-01 ; iterations: [ 1.22449e-01 ]
sbond_2_atomid[X,Y,Y]:  9.03082e-02 ; iterations: [ 9.03082e-02 ]
sbond_2_atomid[Y,Y,Y]:  6.30641e-02 ; iterations: [ 6.30641e-02 ]

Attributes summed
atom_atomtype        :  2.68496e+00 ; iterations: [ 2.68496e+00 ]
atom_charge          :  2.45441e+00 ; iterations: [ 2.45441e+00 ]
sbond_1_atomid       :  1.03965e+00 ; iterations: [ 1.03965e+00 ]
atom_name            :  6.11730e-01 ; iterations: [ 6.11730e-01 ]
sbond_2_atomid       :  1.53372e-01 ; iterations: [ 1.53372e-01 ]
sbond_7_atomid       :  1.22449e-01 ; iterations: [ 1.22449e-01 ]

Aggregators
count                :  3.63658e+00 ; iterations: [ 3.63658e+00 ]
sum                  :  1.34358e+00 ; iterations: [ 1.34358e+00 ]
mode                 :  6.24385e-01 ; iterations: [ 6.24385e-01 ]
projection2_mode     :  6.24385e-01 ; iterations: [ 6.24385e-01 ]
max                  :  5.63936e-01 ; iterations: [ 5.63936e-01 ]
min                  :  1.50968e-01 ; iterations: [ 1.50968e-01 ]
projection0_mode     :  1.22736e-01 ; iterations: [ 1.22736e-01 ]

