Attributes
atom_atomtype[X,Y,Y] :  3.93569e+00 ; iterations: [ 3.93569e+00 ]
atom_charge[X,Y,Y]   :  9.83063e-01 ; iterations: [ 9.83063e-01 ]
atom_charge[Y,Y,Y]   :  5.32212e-01 ; iterations: [ 5.32212e-01 ]
sbond_2_atomid[Y,Y,Y]:  3.23931e-01 ; iterations: [ 3.23931e-01 ]
sbond_1_atomid[X,Y,Y]:  2.60885e-01 ; iterations: [ 2.60885e-01 ]
atom_name[X,Y,Y]     :  1.26379e-01 ; iterations: [ 1.26379e-01 ]
atom_atomtype[Y,Y,Y] :  9.41557e-02 ; iterations: [ 9.41557e-02 ]
sbond_1_atomid[Y,Y,Y]:  8.20424e-02 ; iterations: [ 8.20424e-02 ]
sbond_7_atomid[Y,Y,Y]:  6.30485e-02 ; iterations: [ 6.30485e-02 ]
atom_name[Y,Y,Y]     :  5.45757e-02 ; iterations: [ 5.45757e-02 ]
sbond_2_atomid[X,Y,Y]:  3.69431e-02 ; iterations: [ 3.69431e-02 ]

Attributes summed
atom_atomtype        :  4.02985e+00 ; iterations: [ 4.02985e+00 ]
atom_charge          :  1.51527e+00 ; iterations: [ 1.51527e+00 ]
sbond_2_atomid       :  3.60874e-01 ; iterations: [ 3.60874e-01 ]
sbond_1_atomid       :  3.42928e-01 ; iterations: [ 3.42928e-01 ]
atom_name            :  1.80955e-01 ; iterations: [ 1.80955e-01 ]
sbond_7_atomid       :  6.30485e-02 ; iterations: [ 6.30485e-02 ]

Aggregators
count                :  3.07891e+00 ; iterations: [ 3.07891e+00 ]
projection2_mode     :  1.40317e+00 ; iterations: [ 1.40317e+00 ]
mode                 :  6.80943e-01 ; iterations: [ 6.80943e-01 ]
min                  :  4.06506e-01 ; iterations: [ 4.06506e-01 ]
max                  :  3.39782e-01 ; iterations: [ 3.39782e-01 ]
projection0_mode     :  3.30003e-01 ; iterations: [ 3.30003e-01 ]
sum                  :  2.53613e-01 ; iterations: [ 2.53613e-01 ]

