Attributes
atom_atomtype[X,Y,Y] :  5.98137e+00 ; iterations: [ 5.98137e+00 ]
atom_charge[X,Y,Y]   :  1.56561e+00 ; iterations: [ 1.56561e+00 ]
sbond_1_atomid[Y,Y,Y]:  3.01284e-01 ; iterations: [ 3.01284e-01 ]
atom_name[X,Y,Y]     :  2.56428e-01 ; iterations: [ 2.56428e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.53033e-01 ; iterations: [ 2.53033e-01 ]
sbond_1_atomid[X,Y,Y]:  2.41005e-01 ; iterations: [ 2.41005e-01 ]
atom_atomtype[Y,Y,Y] :  2.10470e-01 ; iterations: [ 2.10470e-01 ]
sbond_2_atomid[X,Y,Y]:  1.96523e-01 ; iterations: [ 1.96523e-01 ]
atom_charge[Y,Y,Y]   :  8.58437e-02 ; iterations: [ 8.58437e-02 ]
sbond_7_atomid[Y,Y,Y]:  7.96172e-02 ; iterations: [ 7.96172e-02 ]
atom_name[Y,Y,Y]     :  3.97018e-02 ; iterations: [ 3.97018e-02 ]
sbond_7_atomid[X,Y,Y]:  1.90972e-02 ; iterations: [ 1.90972e-02 ]

Attributes summed
atom_atomtype        :  6.19184e+00 ; iterations: [ 6.19184e+00 ]
atom_charge          :  1.65145e+00 ; iterations: [ 1.65145e+00 ]
sbond_1_atomid       :  5.42289e-01 ; iterations: [ 5.42289e-01 ]
sbond_2_atomid       :  4.49556e-01 ; iterations: [ 4.49556e-01 ]
atom_name            :  2.96130e-01 ; iterations: [ 2.96130e-01 ]
sbond_7_atomid       :  9.87145e-02 ; iterations: [ 9.87145e-02 ]

Aggregators
count                :  5.35436e+00 ; iterations: [ 5.35436e+00 ]
projection2_mode     :  8.37531e-01 ; iterations: [ 8.37531e-01 ]
sum                  :  7.93862e-01 ; iterations: [ 7.93862e-01 ]
min                  :  7.52833e-01 ; iterations: [ 7.52833e-01 ]
max                  :  5.68002e-01 ; iterations: [ 5.68002e-01 ]
projection0_mode     :  5.00720e-01 ; iterations: [ 5.00720e-01 ]
mode                 :  4.22676e-01 ; iterations: [ 4.22676e-01 ]

