Attributes
atom_atomtype[X,Y,Y] :  6.17903e+00 ; iterations: [ 6.17903e+00 ]
atom_charge[X,Y,Y]   :  1.01157e+00 ; iterations: [ 1.01157e+00 ]
atom_charge[Y,Y,Y]   :  7.32363e-01 ; iterations: [ 7.32363e-01 ]
sbond_1_atomid[X,Y,Y]:  4.40858e-01 ; iterations: [ 4.40858e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.13453e-01 ; iterations: [ 3.13453e-01 ]
atom_name[X,Y,Y]     :  2.97630e-01 ; iterations: [ 2.97630e-01 ]
sbond_2_atomid[X,Y,Y]:  1.61012e-01 ; iterations: [ 1.61012e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.57325e-01 ; iterations: [ 1.57325e-01 ]
atom_atomtype[Y,Y,Y] :  1.39470e-01 ; iterations: [ 1.39470e-01 ]
sbond_7_atomid[Y,Y,Y]:  5.12385e-02 ; iterations: [ 5.12385e-02 ]
atom_name[Y,Y,Y]     :  2.25658e-02 ; iterations: [ 2.25658e-02 ]
sbond_7_atomid[X,Y,Y]:  1.28615e-02 ; iterations: [ 1.28615e-02 ]

Attributes summed
atom_atomtype        :  6.31850e+00 ; iterations: [ 6.31850e+00 ]
atom_charge          :  1.74394e+00 ; iterations: [ 1.74394e+00 ]
sbond_1_atomid       :  7.54311e-01 ; iterations: [ 7.54311e-01 ]
atom_name            :  3.20196e-01 ; iterations: [ 3.20196e-01 ]
sbond_2_atomid       :  3.18337e-01 ; iterations: [ 3.18337e-01 ]
sbond_7_atomid       :  6.41000e-02 ; iterations: [ 6.41000e-02 ]

Aggregators
count                :  4.66885e+00 ; iterations: [ 4.66885e+00 ]
projection2_mode     :  2.35329e+00 ; iterations: [ 2.35329e+00 ]
sum                  :  9.48780e-01 ; iterations: [ 9.48780e-01 ]
mode                 :  8.94398e-01 ; iterations: [ 8.94398e-01 ]
min                  :  3.22519e-01 ; iterations: [ 3.22519e-01 ]
projection0_mode     :  1.87022e-01 ; iterations: [ 1.87022e-01 ]
max                  :  1.44521e-01 ; iterations: [ 1.44521e-01 ]

