Attributes
atom_atomtype[X,Y,Y] :  5.82049e+00 ; iterations: [ 5.82049e+00 ]
sbond_1_atomid[Y,Y,Y]:  6.23525e-01 ; iterations: [ 6.23525e-01 ]
sbond_2_atomid[Y,Y,Y]:  5.13580e-01 ; iterations: [ 5.13580e-01 ]
atom_name[X,Y,Y]     :  4.42914e-01 ; iterations: [ 4.42914e-01 ]
atom_charge[X,Y,Y]   :  3.76537e-01 ; iterations: [ 3.76537e-01 ]
sbond_7_atomid[Y,Y,Y]:  2.92781e-01 ; iterations: [ 2.92781e-01 ]
sbond_2_atomid[X,Y,Y]:  2.81760e-01 ; iterations: [ 2.81760e-01 ]
sbond_1_atomid[X,Y,Y]:  2.41012e-01 ; iterations: [ 2.41012e-01 ]
atom_charge[Y,Y,Y]   :  2.11914e-01 ; iterations: [ 2.11914e-01 ]
atom_atomtype[Y,Y,Y] :  3.80284e-02 ; iterations: [ 3.80284e-02 ]
sbond_7_atomid[X,Y,Y]:  1.16893e-02 ; iterations: [ 1.16893e-02 ]

Attributes summed
atom_atomtype        :  5.85852e+00 ; iterations: [ 5.85852e+00 ]
sbond_1_atomid       :  8.64537e-01 ; iterations: [ 8.64537e-01 ]
sbond_2_atomid       :  7.95340e-01 ; iterations: [ 7.95340e-01 ]
atom_charge          :  5.88450e-01 ; iterations: [ 5.88450e-01 ]
atom_name            :  4.42914e-01 ; iterations: [ 4.42914e-01 ]
sbond_7_atomid       :  3.04471e-01 ; iterations: [ 3.04471e-01 ]

Aggregators
count                :  5.36079e+00 ; iterations: [ 5.36079e+00 ]
sum                  :  1.07023e+00 ; iterations: [ 1.07023e+00 ]
projection2_mode     :  9.71972e-01 ; iterations: [ 9.71972e-01 ]
projection0_mode     :  8.18198e-01 ; iterations: [ 8.18198e-01 ]
mode                 :  4.02477e-01 ; iterations: [ 4.02477e-01 ]
min                  :  2.02162e-01 ; iterations: [ 2.02162e-01 ]
max                  :  2.84000e-02 ; iterations: [ 2.84000e-02 ]

