Attributes
atom_atomtype[X,Y,Y] :  4.74792e+00 ; iterations: [ 4.74792e+00 ]
atom_name[X,Y,Y]     :  6.05857e-01 ; iterations: [ 6.05857e-01 ]
atom_charge[Y,Y,Y]   :  5.74661e-01 ; iterations: [ 5.74661e-01 ]
sbond_1_atomid[Y,Y,Y]:  5.60691e-01 ; iterations: [ 5.60691e-01 ]
sbond_1_atomid[X,Y,Y]:  4.15583e-01 ; iterations: [ 4.15583e-01 ]
sbond_2_atomid[X,Y,Y]:  2.64879e-01 ; iterations: [ 2.64879e-01 ]
atom_atomtype[Y,Y,Y] :  2.37587e-01 ; iterations: [ 2.37587e-01 ]
atom_charge[X,Y,Y]   :  1.34444e-01 ; iterations: [ 1.34444e-01 ]
atom_name[Y,Y,Y]     :  5.02355e-02 ; iterations: [ 5.02355e-02 ]
sbond_7_atomid[X,Y,Y]:  4.86111e-02 ; iterations: [ 4.86111e-02 ]
sbond_2_atomid[Y,Y,Y]:  4.30724e-02 ; iterations: [ 4.30724e-02 ]

Attributes summed
atom_atomtype        :  4.98551e+00 ; iterations: [ 4.98551e+00 ]
sbond_1_atomid       :  9.76274e-01 ; iterations: [ 9.76274e-01 ]
atom_charge          :  7.09105e-01 ; iterations: [ 7.09105e-01 ]
atom_name            :  6.56093e-01 ; iterations: [ 6.56093e-01 ]
sbond_2_atomid       :  3.07951e-01 ; iterations: [ 3.07951e-01 ]
sbond_7_atomid       :  4.86111e-02 ; iterations: [ 4.86111e-02 ]

Aggregators
count                :  4.04432e+00 ; iterations: [ 4.04432e+00 ]
sum                  :  1.20244e+00 ; iterations: [ 1.20244e+00 ]
projection2_mode     :  1.13133e+00 ; iterations: [ 1.13133e+00 ]
mode                 :  8.86933e-01 ; iterations: [ 8.86933e-01 ]
max                  :  1.65917e-01 ; iterations: [ 1.65917e-01 ]
min                  :  1.52982e-01 ; iterations: [ 1.52982e-01 ]
projection0_mode     :  9.96196e-02 ; iterations: [ 9.96196e-02 ]

