Attributes
atom_atomtype[X,Y,Y] :  5.55766e+00 ; iterations: [ 5.55766e+00 ]
atom_charge[X,Y,Y]   :  6.14954e-01 ; iterations: [ 6.14954e-01 ]
atom_atomtype[Y,Y,Y] :  4.16549e-01 ; iterations: [ 4.16549e-01 ]
sbond_2_atomid[X,Y,Y]:  3.35604e-01 ; iterations: [ 3.35604e-01 ]
sbond_1_atomid[X,Y,Y]:  3.28362e-01 ; iterations: [ 3.28362e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.81991e-01 ; iterations: [ 2.81991e-01 ]
atom_charge[Y,Y,Y]   :  2.33142e-01 ; iterations: [ 2.33142e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.06684e-01 ; iterations: [ 2.06684e-01 ]
sbond_7_atomid[Y,Y,Y]:  9.00000e-02 ; iterations: [ 9.00000e-02 ]
atom_name[X,Y,Y]     :  6.50888e-02 ; iterations: [ 6.50888e-02 ]
atom_name[Y,Y,Y]     :  6.50693e-02 ; iterations: [ 6.50693e-02 ]
sbond_7_atomid[X,Y,Y]:  7.21111e-03 ; iterations: [ 7.21111e-03 ]

Attributes summed
atom_atomtype        :  5.97421e+00 ; iterations: [ 5.97421e+00 ]
atom_charge          :  8.48096e-01 ; iterations: [ 8.48096e-01 ]
sbond_2_atomid       :  6.17595e-01 ; iterations: [ 6.17595e-01 ]
sbond_1_atomid       :  5.35047e-01 ; iterations: [ 5.35047e-01 ]
atom_name            :  1.30158e-01 ; iterations: [ 1.30158e-01 ]
sbond_7_atomid       :  9.72111e-02 ; iterations: [ 9.72111e-02 ]

Aggregators
count                :  4.64273e+00 ; iterations: [ 4.64273e+00 ]
projection2_mode     :  1.15920e+00 ; iterations: [ 1.15920e+00 ]
mode                 :  8.49871e-01 ; iterations: [ 8.49871e-01 ]
sum                  :  5.63620e-01 ; iterations: [ 5.63620e-01 ]
max                  :  5.33565e-01 ; iterations: [ 5.33565e-01 ]
projection0_mode     :  3.25067e-01 ; iterations: [ 3.25067e-01 ]
min                  :  1.28260e-01 ; iterations: [ 1.28260e-01 ]

