Attributes
atom_atomtype[X,Y,Y] :  5.19170e+00 ; iterations: [ 5.19170e+00 ]
sbond_1_atomid[Y,Y,Y]:  4.54382e-01 ; iterations: [ 4.54382e-01 ]
atom_atomtype[Y,Y,Y] :  4.45352e-01 ; iterations: [ 4.45352e-01 ]
sbond_2_atomid[X,Y,Y]:  3.74653e-01 ; iterations: [ 3.74653e-01 ]
atom_charge[X,Y,Y]   :  2.95537e-01 ; iterations: [ 2.95537e-01 ]
sbond_1_atomid[X,Y,Y]:  2.92731e-01 ; iterations: [ 2.92731e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.16931e-01 ; iterations: [ 1.16931e-01 ]
atom_name[X,Y,Y]     :  1.10105e-01 ; iterations: [ 1.10105e-01 ]
atom_name[Y,Y,Y]     :  1.06301e-01 ; iterations: [ 1.06301e-01 ]
atom_charge[Y,Y,Y]   :  7.12318e-02 ; iterations: [ 7.12318e-02 ]
sbond_2_atomid[Y,Y,Y]:  6.67825e-02 ; iterations: [ 6.67825e-02 ]
sbond_7_atomid[X,Y,Y]:  2.65179e-02 ; iterations: [ 2.65179e-02 ]

Attributes summed
atom_atomtype        :  5.63705e+00 ; iterations: [ 5.63705e+00 ]
sbond_1_atomid       :  7.47114e-01 ; iterations: [ 7.47114e-01 ]
sbond_2_atomid       :  4.41436e-01 ; iterations: [ 4.41436e-01 ]
atom_charge          :  3.66769e-01 ; iterations: [ 3.66769e-01 ]
atom_name            :  2.16406e-01 ; iterations: [ 2.16406e-01 ]
sbond_7_atomid       :  1.43449e-01 ; iterations: [ 1.43449e-01 ]

Aggregators
count                :  4.26540e+00 ; iterations: [ 4.26540e+00 ]
projection2_mode     :  1.02510e+00 ; iterations: [ 1.02510e+00 ]
sum                  :  9.98187e-01 ; iterations: [ 9.98187e-01 ]
mode                 :  6.22884e-01 ; iterations: [ 6.22884e-01 ]
min                  :  2.47482e-01 ; iterations: [ 2.47482e-01 ]
projection0_mode     :  2.07323e-01 ; iterations: [ 2.07323e-01 ]
max                  :  1.85849e-01 ; iterations: [ 1.85849e-01 ]

