Attributes
atom_atomtype[X,Y,Y] :  6.05383e+00 ; iterations: [ 6.05383e+00 ]
atom_charge[X,Y,Y]   :  9.97258e-01 ; iterations: [ 9.97258e-01 ]
atom_charge[Y,Y,Y]   :  7.96334e-01 ; iterations: [ 7.96334e-01 ]
sbond_1_atomid[X,Y,Y]:  3.78044e-01 ; iterations: [ 3.78044e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.69278e-01 ; iterations: [ 3.69278e-01 ]
atom_name[X,Y,Y]     :  2.67371e-01 ; iterations: [ 2.67371e-01 ]
atom_name[Y,Y,Y]     :  2.62858e-01 ; iterations: [ 2.62858e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.40000e-01 ; iterations: [ 2.40000e-01 ]
sbond_7_atomid[X,Y,Y]:  1.25000e-01 ; iterations: [ 1.25000e-01 ]
sbond_2_atomid[X,Y,Y]:  1.13335e-01 ; iterations: [ 1.13335e-01 ]
sbond_7_atomid[Y,Y,Y]:  6.25000e-02 ; iterations: [ 6.25000e-02 ]
atom_atomtype[Y,Y,Y] :  2.70835e-02 ; iterations: [ 2.70835e-02 ]

Attributes summed
atom_atomtype        :  6.08091e+00 ; iterations: [ 6.08091e+00 ]
atom_charge          :  1.79359e+00 ; iterations: [ 1.79359e+00 ]
sbond_1_atomid       :  7.47322e-01 ; iterations: [ 7.47322e-01 ]
atom_name            :  5.30229e-01 ; iterations: [ 5.30229e-01 ]
sbond_2_atomid       :  3.53335e-01 ; iterations: [ 3.53335e-01 ]
sbond_7_atomid       :  1.87500e-01 ; iterations: [ 1.87500e-01 ]

Aggregators
count                :  4.56518e+00 ; iterations: [ 4.56518e+00 ]
projection2_mode     :  1.82948e+00 ; iterations: [ 1.82948e+00 ]
sum                  :  1.31090e+00 ; iterations: [ 1.31090e+00 ]
mode                 :  1.14386e+00 ; iterations: [ 1.14386e+00 ]
min                  :  4.11227e-01 ; iterations: [ 4.11227e-01 ]
projection0_mode     :  3.42180e-01 ; iterations: [ 3.42180e-01 ]
max                  :  9.00570e-02 ; iterations: [ 9.00570e-02 ]

