Attributes
atom_atomtype[X,Y,Y] :  3.33885e+00 ; iterations: [ 3.33885e+00 ]
atom_charge[X,Y,Y]   :  1.40709e+00 ; iterations: [ 1.40709e+00 ]
sbond_1_atomid[Y,Y,Y]:  6.04599e-01 ; iterations: [ 6.04599e-01 ]
atom_charge[Y,Y,Y]   :  5.74053e-01 ; iterations: [ 5.74053e-01 ]
sbond_1_atomid[X,Y,Y]:  5.14773e-01 ; iterations: [ 5.14773e-01 ]
atom_name[X,Y,Y]     :  4.11489e-01 ; iterations: [ 4.11489e-01 ]
sbond_2_atomid[Y,Y,Y]:  8.77373e-02 ; iterations: [ 8.77373e-02 ]
sbond_7_atomid[Y,Y,Y]:  8.25806e-02 ; iterations: [ 8.25806e-02 ]
sbond_7_atomid[X,Y,Y]:  7.46914e-02 ; iterations: [ 7.46914e-02 ]
sbond_2_atomid[X,Y,Y]:  2.55350e-02 ; iterations: [ 2.55350e-02 ]
atom_atomtype[Y,Y,Y] :  2.44465e-02 ; iterations: [ 2.44465e-02 ]
sbond_3_atomid[Y,Y,Y]:  1.39130e-02 ; iterations: [ 1.39130e-02 ]

Attributes summed
atom_atomtype        :  3.36330e+00 ; iterations: [ 3.36330e+00 ]
atom_charge          :  1.98114e+00 ; iterations: [ 1.98114e+00 ]
sbond_1_atomid       :  1.11937e+00 ; iterations: [ 1.11937e+00 ]
atom_name            :  4.11489e-01 ; iterations: [ 4.11489e-01 ]
sbond_7_atomid       :  1.57272e-01 ; iterations: [ 1.57272e-01 ]
sbond_2_atomid       :  1.13272e-01 ; iterations: [ 1.13272e-01 ]
sbond_3_atomid       :  1.39130e-02 ; iterations: [ 1.39130e-02 ]

Aggregators
count                :  3.61056e+00 ; iterations: [ 3.61056e+00 ]
sum                  :  9.20999e-01 ; iterations: [ 9.20999e-01 ]
projection2_mode     :  7.71277e-01 ; iterations: [ 7.71277e-01 ]
mode                 :  6.49570e-01 ; iterations: [ 6.49570e-01 ]
min                  :  6.07622e-01 ; iterations: [ 6.07622e-01 ]
max                  :  3.97211e-01 ; iterations: [ 3.97211e-01 ]
projection0_mode     :  2.02518e-01 ; iterations: [ 2.02518e-01 ]

