Attributes
atom_atomtype[X,Y,Y] :  6.89629e+00 ; iterations: [ 6.89629e+00 ]
atom_charge[Y,Y,Y]   :  7.51859e-01 ; iterations: [ 7.51859e-01 ]
atom_name[X,Y,Y]     :  5.05211e-01 ; iterations: [ 5.05211e-01 ]
sbond_1_atomid[X,Y,Y]:  4.77625e-01 ; iterations: [ 4.77625e-01 ]
atom_charge[X,Y,Y]   :  4.19019e-01 ; iterations: [ 4.19019e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.80688e-01 ; iterations: [ 1.80688e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.57785e-01 ; iterations: [ 1.57785e-01 ]
sbond_2_atomid[X,Y,Y]:  8.33785e-02 ; iterations: [ 8.33785e-02 ]
sbond_7_atomid[Y,Y,Y]:  5.14248e-02 ; iterations: [ 5.14248e-02 ]
atom_atomtype[Y,Y,Y] :  4.03503e-02 ; iterations: [ 4.03503e-02 ]
sbond_7_atomid[X,Y,Y]:  3.79732e-02 ; iterations: [ 3.79732e-02 ]
atom_name[Y,Y,Y]     :  2.16462e-02 ; iterations: [ 2.16462e-02 ]

Attributes summed
atom_atomtype        :  6.93664e+00 ; iterations: [ 6.93664e+00 ]
atom_charge          :  1.17088e+00 ; iterations: [ 1.17088e+00 ]
sbond_1_atomid       :  6.58313e-01 ; iterations: [ 6.58313e-01 ]
atom_name            :  5.26857e-01 ; iterations: [ 5.26857e-01 ]
sbond_2_atomid       :  2.41163e-01 ; iterations: [ 2.41163e-01 ]
sbond_7_atomid       :  8.93980e-02 ; iterations: [ 8.93980e-02 ]

Aggregators
count                :  5.91128e+00 ; iterations: [ 5.91128e+00 ]
projection2_mode     :  1.43394e+00 ; iterations: [ 1.43394e+00 ]
mode                 :  8.38145e-01 ; iterations: [ 8.38145e-01 ]
sum                  :  6.55345e-01 ; iterations: [ 6.55345e-01 ]
min                  :  4.28858e-01 ; iterations: [ 4.28858e-01 ]
projection0_mode     :  2.18932e-01 ; iterations: [ 2.18932e-01 ]
max                  :  1.36745e-01 ; iterations: [ 1.36745e-01 ]

