Attributes
atom_atomtype[X,Y,Y] :  4.26183e+00 ; iterations: [ 4.26183e+00 ]
atom_charge[X,Y,Y]   :  1.30492e+00 ; iterations: [ 1.30492e+00 ]
atom_name[X,Y,Y]     :  3.58650e-01 ; iterations: [ 3.58650e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.02550e-01 ; iterations: [ 3.02550e-01 ]
sbond_1_atomid[X,Y,Y]:  2.94664e-01 ; iterations: [ 2.94664e-01 ]
atom_charge[Y,Y,Y]   :  2.15432e-01 ; iterations: [ 2.15432e-01 ]
atom_atomtype[Y,Y,Y] :  1.90684e-01 ; iterations: [ 1.90684e-01 ]
sbond_2_atomid[X,Y,Y]:  1.71976e-01 ; iterations: [ 1.71976e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.45130e-01 ; iterations: [ 1.45130e-01 ]
sbond_7_atomid[Y,Y,Y]:  9.73153e-02 ; iterations: [ 9.73153e-02 ]
sbond_7_atomid[X,Y,Y]:  4.45518e-02 ; iterations: [ 4.45518e-02 ]
atom_name[Y,Y,Y]     :  1.54321e-02 ; iterations: [ 1.54321e-02 ]

Attributes summed
atom_atomtype        :  4.45251e+00 ; iterations: [ 4.45251e+00 ]
atom_charge          :  1.52035e+00 ; iterations: [ 1.52035e+00 ]
sbond_1_atomid       :  5.97214e-01 ; iterations: [ 5.97214e-01 ]
atom_name            :  3.74082e-01 ; iterations: [ 3.74082e-01 ]
sbond_2_atomid       :  3.17107e-01 ; iterations: [ 3.17107e-01 ]
sbond_7_atomid       :  1.41867e-01 ; iterations: [ 1.41867e-01 ]

Aggregators
count                :  4.55439e+00 ; iterations: [ 4.55439e+00 ]
sum                  :  9.57323e-01 ; iterations: [ 9.57323e-01 ]
min                  :  5.39710e-01 ; iterations: [ 5.39710e-01 ]
projection2_mode     :  5.32659e-01 ; iterations: [ 5.32659e-01 ]
mode                 :  4.83545e-01 ; iterations: [ 4.83545e-01 ]
projection0_mode     :  2.63668e-01 ; iterations: [ 2.63668e-01 ]
max                  :  7.18335e-02 ; iterations: [ 7.18335e-02 ]

