Attributes
atom_atomtype[X,Y,Y] :  3.77110e+00 ; iterations: [ 3.77110e+00 ]
atom_charge[X,Y,Y]   :  1.37030e+00 ; iterations: [ 1.37030e+00 ]
atom_name[X,Y,Y]     :  1.22268e+00 ; iterations: [ 1.22268e+00 ]
sbond_1_atomid[X,Y,Y]:  5.68397e-01 ; iterations: [ 5.68397e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.60702e-01 ; iterations: [ 3.60702e-01 ]
atom_charge[Y,Y,Y]   :  3.18059e-01 ; iterations: [ 3.18059e-01 ]
sbond_7_atomid[Y,Y,Y]:  2.12822e-01 ; iterations: [ 2.12822e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.53820e-01 ; iterations: [ 1.53820e-01 ]
atom_atomtype[Y,Y,Y] :  1.11231e-01 ; iterations: [ 1.11231e-01 ]
sbond_3_atomid[Y,Y,Y]:  3.29746e-02 ; iterations: [ 3.29746e-02 ]
atom_name[Y,Y,Y]     :  2.69870e-02 ; iterations: [ 2.69870e-02 ]
sbond_2_atomid[X,Y,Y]:  9.49388e-03 ; iterations: [ 9.49388e-03 ]

Attributes summed
atom_atomtype        :  3.88233e+00 ; iterations: [ 3.88233e+00 ]
atom_charge          :  1.68836e+00 ; iterations: [ 1.68836e+00 ]
atom_name            :  1.24966e+00 ; iterations: [ 1.24966e+00 ]
sbond_1_atomid       :  9.29099e-01 ; iterations: [ 9.29099e-01 ]
sbond_7_atomid       :  2.12822e-01 ; iterations: [ 2.12822e-01 ]
sbond_2_atomid       :  1.63314e-01 ; iterations: [ 1.63314e-01 ]
sbond_3_atomid       :  3.29746e-02 ; iterations: [ 3.29746e-02 ]

Aggregators
count                :  4.48961e+00 ; iterations: [ 4.48961e+00 ]
min                  :  1.13590e+00 ; iterations: [ 1.13590e+00 ]
projection2_mode     :  8.13993e-01 ; iterations: [ 8.13993e-01 ]
sum                  :  5.95719e-01 ; iterations: [ 5.95719e-01 ]
mode                 :  4.76554e-01 ; iterations: [ 4.76554e-01 ]
projection0_mode     :  4.00029e-01 ; iterations: [ 4.00029e-01 ]
max                  :  2.46755e-01 ; iterations: [ 2.46755e-01 ]

