Attributes
atom_atomtype[X,Y,Y] :  5.97702e+00 ; iterations: [ 5.97702e+00 ]
sbond_1_atomid[X,Y,Y]:  5.95430e-01 ; iterations: [ 5.95430e-01 ]
atom_name[X,Y,Y]     :  4.84691e-01 ; iterations: [ 4.84691e-01 ]
atom_charge[Y,Y,Y]   :  4.68852e-01 ; iterations: [ 4.68852e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.13407e-01 ; iterations: [ 3.13407e-01 ]
atom_charge[X,Y,Y]   :  2.24704e-01 ; iterations: [ 2.24704e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.02880e-01 ; iterations: [ 1.02880e-01 ]
sbond_2_atomid[X,Y,Y]:  5.74513e-02 ; iterations: [ 5.74513e-02 ]
sbond_7_atomid[Y,Y,Y]:  3.30195e-02 ; iterations: [ 3.30195e-02 ]
atom_atomtype[Y,Y,Y] :  8.11264e-03 ; iterations: [ 8.11264e-03 ]

Attributes summed
atom_atomtype        :  5.98513e+00 ; iterations: [ 5.98513e+00 ]
sbond_1_atomid       :  9.08837e-01 ; iterations: [ 9.08837e-01 ]
atom_charge          :  6.93555e-01 ; iterations: [ 6.93555e-01 ]
atom_name            :  4.84691e-01 ; iterations: [ 4.84691e-01 ]
sbond_2_atomid       :  1.60331e-01 ; iterations: [ 1.60331e-01 ]
sbond_7_atomid       :  3.30195e-02 ; iterations: [ 3.30195e-02 ]

Aggregators
count                :  5.02510e+00 ; iterations: [ 5.02510e+00 ]
projection2_mode     :  1.09569e+00 ; iterations: [ 1.09569e+00 ]
sum                  :  1.04509e+00 ; iterations: [ 1.04509e+00 ]
mode                 :  5.50951e-01 ; iterations: [ 5.50951e-01 ]
min                  :  2.81139e-01 ; iterations: [ 2.81139e-01 ]
projection0_mode     :  1.42518e-01 ; iterations: [ 1.42518e-01 ]
max                  :  1.25075e-01 ; iterations: [ 1.25075e-01 ]

