Attributes
atom_atomtype[X,Y,Y] :  6.98704e+00 ; iterations: [ 6.98704e+00 ]
sbond_1_atomid[Y,Y,Y]:  9.99004e-01 ; iterations: [ 9.99004e-01 ]
atom_name[X,Y,Y]     :  5.44458e-01 ; iterations: [ 5.44458e-01 ]
atom_charge[Y,Y,Y]   :  4.62692e-01 ; iterations: [ 4.62692e-01 ]
atom_charge[X,Y,Y]   :  2.00594e-01 ; iterations: [ 2.00594e-01 ]
sbond_1_atomid[X,Y,Y]:  1.81162e-01 ; iterations: [ 1.81162e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.32078e-01 ; iterations: [ 1.32078e-01 ]
sbond_2_atomid[X,Y,Y]:  9.39273e-02 ; iterations: [ 9.39273e-02 ]
atom_atomtype[Y,Y,Y] :  9.34880e-02 ; iterations: [ 9.34880e-02 ]
atom_name[Y,Y,Y]     :  7.77205e-02 ; iterations: [ 7.77205e-02 ]
sbond_7_atomid[X,Y,Y]:  1.23062e-02 ; iterations: [ 1.23062e-02 ]

Attributes summed
atom_atomtype        :  7.08053e+00 ; iterations: [ 7.08053e+00 ]
sbond_1_atomid       :  1.18017e+00 ; iterations: [ 1.18017e+00 ]
atom_charge          :  6.63287e-01 ; iterations: [ 6.63287e-01 ]
atom_name            :  6.22179e-01 ; iterations: [ 6.22179e-01 ]
sbond_2_atomid       :  2.26005e-01 ; iterations: [ 2.26005e-01 ]
sbond_7_atomid       :  1.23062e-02 ; iterations: [ 1.23062e-02 ]

Aggregators
count                :  6.41295e+00 ; iterations: [ 6.41295e+00 ]
sum                  :  1.07679e+00 ; iterations: [ 1.07679e+00 ]
mode                 :  6.74704e-01 ; iterations: [ 6.74704e-01 ]
projection2_mode     :  6.33901e-01 ; iterations: [ 6.33901e-01 ]
min                  :  3.42694e-01 ; iterations: [ 3.42694e-01 ]
projection0_mode     :  3.30425e-01 ; iterations: [ 3.30425e-01 ]
max                  :  3.13006e-01 ; iterations: [ 3.13006e-01 ]

