Attributes
atom_atomtype[X,Y,Y] :  4.29281e+00 ; iterations: [ 4.29281e+00 ]
atom_charge[X,Y,Y]   :  1.87324e+00 ; iterations: [ 1.87324e+00 ]
atom_charge[Y,Y,Y]   :  5.26434e-01 ; iterations: [ 5.26434e-01 ]
sbond_1_atomid[X,Y,Y]:  4.59736e-01 ; iterations: [ 4.59736e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.77139e-01 ; iterations: [ 1.77139e-01 ]
sbond_7_atomid[X,Y,Y]:  1.70411e-01 ; iterations: [ 1.70411e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.68223e-01 ; iterations: [ 1.68223e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.60000e-01 ; iterations: [ 1.60000e-01 ]
atom_atomtype[Y,Y,Y] :  1.48677e-01 ; iterations: [ 1.48677e-01 ]
sbond_2_atomid[X,Y,Y]:  7.87050e-02 ; iterations: [ 7.87050e-02 ]
atom_name[X,Y,Y]     :  3.96643e-02 ; iterations: [ 3.96643e-02 ]
atom_name[Y,Y,Y]     :  3.09983e-03 ; iterations: [ 3.09983e-03 ]

Attributes summed
atom_atomtype        :  4.44149e+00 ; iterations: [ 4.44149e+00 ]
atom_charge          :  2.39968e+00 ; iterations: [ 2.39968e+00 ]
sbond_1_atomid       :  6.36876e-01 ; iterations: [ 6.36876e-01 ]
sbond_7_atomid       :  3.30411e-01 ; iterations: [ 3.30411e-01 ]
sbond_2_atomid       :  2.46928e-01 ; iterations: [ 2.46928e-01 ]
atom_name            :  4.27641e-02 ; iterations: [ 4.27641e-02 ]

Aggregators
count                :  3.93777e+00 ; iterations: [ 3.93777e+00 ]
projection2_mode     :  1.47175e+00 ; iterations: [ 1.47175e+00 ]
sum                  :  8.46822e-01 ; iterations: [ 8.46822e-01 ]
mode                 :  6.46383e-01 ; iterations: [ 6.46383e-01 ]
min                  :  4.84865e-01 ; iterations: [ 4.84865e-01 ]
max                  :  3.82337e-01 ; iterations: [ 3.82337e-01 ]
projection0_mode     :  3.28223e-01 ; iterations: [ 3.28223e-01 ]

