Attributes
atom_atomtype[X,Y,Y] :  5.28005e+00 ; iterations: [ 5.28005e+00 ]
sbond_1_atomid[X,Y,Y]:  5.62453e-01 ; iterations: [ 5.62453e-01 ]
atom_charge[Y,Y,Y]   :  5.08913e-01 ; iterations: [ 5.08913e-01 ]
sbond_2_atomid[Y,Y,Y]:  4.96616e-01 ; iterations: [ 4.96616e-01 ]
atom_charge[X,Y,Y]   :  4.91305e-01 ; iterations: [ 4.91305e-01 ]
atom_atomtype[Y,Y,Y] :  4.85745e-01 ; iterations: [ 4.85745e-01 ]
sbond_2_atomid[X,Y,Y]:  3.86301e-01 ; iterations: [ 3.86301e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.78931e-01 ; iterations: [ 3.78931e-01 ]
atom_name[X,Y,Y]     :  2.96260e-01 ; iterations: [ 2.96260e-01 ]
atom_name[Y,Y,Y]     :  1.98514e-01 ; iterations: [ 1.98514e-01 ]
sbond_7_atomid[Y,Y,Y]:  2.80623e-02 ; iterations: [ 2.80623e-02 ]

Attributes summed
atom_atomtype        :  5.76580e+00 ; iterations: [ 5.76580e+00 ]
atom_charge          :  1.00022e+00 ; iterations: [ 1.00022e+00 ]
sbond_1_atomid       :  9.41385e-01 ; iterations: [ 9.41385e-01 ]
sbond_2_atomid       :  8.82917e-01 ; iterations: [ 8.82917e-01 ]
atom_name            :  4.94774e-01 ; iterations: [ 4.94774e-01 ]
sbond_7_atomid       :  2.80623e-02 ; iterations: [ 2.80623e-02 ]

Aggregators
count                :  3.92023e+00 ; iterations: [ 3.92023e+00 ]
projection2_mode     :  1.67928e+00 ; iterations: [ 1.67928e+00 ]
sum                  :  1.55357e+00 ; iterations: [ 1.55357e+00 ]
mode                 :  1.19317e+00 ; iterations: [ 1.19317e+00 ]
projection0_mode     :  6.49679e-01 ; iterations: [ 6.49679e-01 ]
max                  :  7.84615e-02 ; iterations: [ 7.84615e-02 ]
min                  :  3.87549e-02 ; iterations: [ 3.87549e-02 ]

