Attributes
atom_atomtype[X,Y,Y] :  6.40397e+00 ; iterations: [ 6.40397e+00 ]
atom_charge[X,Y,Y]   :  5.46208e-01 ; iterations: [ 5.46208e-01 ]
atom_charge[Y,Y,Y]   :  3.03338e-01 ; iterations: [ 3.03338e-01 ]
atom_name[X,Y,Y]     :  2.75399e-01 ; iterations: [ 2.75399e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.28974e-01 ; iterations: [ 2.28974e-01 ]
sbond_1_atomid[X,Y,Y]:  2.15194e-01 ; iterations: [ 2.15194e-01 ]
atom_atomtype[Y,Y,Y] :  1.09795e-01 ; iterations: [ 1.09795e-01 ]
sbond_2_atomid[X,Y,Y]:  1.06217e-01 ; iterations: [ 1.06217e-01 ]
sbond_1_atomid[Y,Y,Y]:  8.40244e-02 ; iterations: [ 8.40244e-02 ]
sbond_7_atomid[Y,Y,Y]:  3.08250e-02 ; iterations: [ 3.08250e-02 ]
atom_name[Y,Y,Y]     :  6.03567e-03 ; iterations: [ 6.03567e-03 ]

Attributes summed
atom_atomtype        :  6.51377e+00 ; iterations: [ 6.51377e+00 ]
atom_charge          :  8.49545e-01 ; iterations: [ 8.49545e-01 ]
sbond_2_atomid       :  3.35192e-01 ; iterations: [ 3.35192e-01 ]
sbond_1_atomid       :  2.99218e-01 ; iterations: [ 2.99218e-01 ]
atom_name            :  2.81434e-01 ; iterations: [ 2.81434e-01 ]
sbond_7_atomid       :  3.08250e-02 ; iterations: [ 3.08250e-02 ]

Aggregators
count                :  5.37960e+00 ; iterations: [ 5.37960e+00 ]
projection2_mode     :  1.26902e+00 ; iterations: [ 1.26902e+00 ]
sum                  :  7.53504e-01 ; iterations: [ 7.53504e-01 ]
mode                 :  4.51849e-01 ; iterations: [ 4.51849e-01 ]
projection0_mode     :  2.95148e-01 ; iterations: [ 2.95148e-01 ]
min                  :  1.07420e-01 ; iterations: [ 1.07420e-01 ]
max                  :  5.34497e-02 ; iterations: [ 5.34497e-02 ]

