Attributes
bonds_bond_type[X,Y,Y,Y]:  1.00080e+00 ; iterations: [ 1.00080e+00 ]
atoms_atom_type[Y,X,Y]  :  5.92163e-01 ; iterations: [ 5.92163e-01 ]
atoms_charge[Y,X,Y]     :  5.43000e-01 ; iterations: [ 5.43000e-01 ]
atoms_charge[Y,Y,Y]     :  2.40987e-01 ; iterations: [ 2.40987e-01 ]
bonds_bond_type[Y,Y,Y,Y]:  1.91390e-01 ; iterations: [ 1.91390e-01 ]
atoms_element[Y,X,Y]    :  9.90316e-02 ; iterations: [ 9.90316e-02 ]

Attributes summed
bonds_bond_type         :  1.19219e+00 ; iterations: [ 1.19219e+00 ]
atoms_charge            :  7.83986e-01 ; iterations: [ 7.83986e-01 ]
atoms_atom_type         :  5.92163e-01 ; iterations: [ 5.92163e-01 ]
atoms_element           :  9.90316e-02 ; iterations: [ 9.90316e-02 ]

Aggregators
sum                     :  1.16515e+00 ; iterations: [ 1.16515e+00 ]
count                   :  6.10354e-01 ; iterations: [ 6.10354e-01 ]
max                     :  3.58033e-01 ; iterations: [ 3.58033e-01 ]
projection2_mode        :  1.80232e-01 ; iterations: [ 1.80232e-01 ]
projection0_mode        :  1.50046e-01 ; iterations: [ 1.50046e-01 ]
projection2_sum         :  8.03571e-02 ; iterations: [ 8.03571e-02 ]
min                     :  6.15980e-02 ; iterations: [ 6.15980e-02 ]
projection2_min         :  6.15980e-02 ; iterations: [ 6.15980e-02 ]

