Attributes
atom_atomtype[X,Y,Y] :  3.84357e+00 ; iterations: [ 3.84357e+00 ]
atom_charge[X,Y,Y]   :  1.45073e+00 ; iterations: [ 1.45073e+00 ]
sbond_1_atomid[X,Y,Y]:  6.18539e-01 ; iterations: [ 6.18539e-01 ]
sbond_1_atomid[Y,Y,Y]:  5.14704e-01 ; iterations: [ 5.14704e-01 ]
atom_name[X,Y,Y]     :  4.69160e-01 ; iterations: [ 4.69160e-01 ]
atom_atomtype[Y,Y,Y] :  2.35575e-01 ; iterations: [ 2.35575e-01 ]
sbond_2_atomid[X,Y,Y]:  1.20024e-01 ; iterations: [ 1.20024e-01 ]
atom_charge[Y,Y,Y]   :  1.11408e-01 ; iterations: [ 1.11408e-01 ]
sbond_2_atomid[Y,Y,Y]:  9.59670e-02 ; iterations: [ 9.59670e-02 ]
sbond_7_atomid[Y,Y,Y]:  7.34746e-02 ; iterations: [ 7.34746e-02 ]
sbond_3_atomid[Y,Y,Y]:  1.90461e-02 ; iterations: [ 1.90461e-02 ]

Attributes summed
atom_atomtype        :  4.07914e+00 ; iterations: [ 4.07914e+00 ]
atom_charge          :  1.56214e+00 ; iterations: [ 1.56214e+00 ]
sbond_1_atomid       :  1.13324e+00 ; iterations: [ 1.13324e+00 ]
atom_name            :  4.69160e-01 ; iterations: [ 4.69160e-01 ]
sbond_2_atomid       :  2.15991e-01 ; iterations: [ 2.15991e-01 ]
sbond_7_atomid       :  7.34746e-02 ; iterations: [ 7.34746e-02 ]
sbond_3_atomid       :  1.90461e-02 ; iterations: [ 1.90461e-02 ]

Aggregators
count                :  4.84183e+00 ; iterations: [ 4.84183e+00 ]
sum                  :  1.16612e+00 ; iterations: [ 1.16612e+00 ]
max                  :  3.91780e-01 ; iterations: [ 3.91780e-01 ]
projection2_mode     :  3.71541e-01 ; iterations: [ 3.71541e-01 ]
min                  :  3.24701e-01 ; iterations: [ 3.24701e-01 ]
mode                 :  2.87028e-01 ; iterations: [ 2.87028e-01 ]
projection0_mode     :  1.69192e-01 ; iterations: [ 1.69192e-01 ]

