Attributes
atom_atomtype[X,Y,Y] :  5.47390e+00 ; iterations: [ 5.47390e+00 ]
sbond_1_atomid[X,Y,Y]:  4.46694e-01 ; iterations: [ 4.46694e-01 ]
atom_name[X,Y,Y]     :  4.40383e-01 ; iterations: [ 4.40383e-01 ]
atom_charge[X,Y,Y]   :  3.80593e-01 ; iterations: [ 3.80593e-01 ]
atom_charge[Y,Y,Y]   :  3.31413e-01 ; iterations: [ 3.31413e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.04012e-01 ; iterations: [ 3.04012e-01 ]
atom_atomtype[Y,Y,Y] :  2.73511e-01 ; iterations: [ 2.73511e-01 ]
sbond_2_atomid[X,Y,Y]:  2.71907e-01 ; iterations: [ 2.71907e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.90829e-01 ; iterations: [ 1.90829e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.63788e-01 ; iterations: [ 1.63788e-01 ]
sbond_7_atomid[X,Y,Y]:  1.00282e-02 ; iterations: [ 1.00282e-02 ]

Attributes summed
atom_atomtype        :  5.74741e+00 ; iterations: [ 5.74741e+00 ]
sbond_1_atomid       :  7.50706e-01 ; iterations: [ 7.50706e-01 ]
atom_charge          :  7.12005e-01 ; iterations: [ 7.12005e-01 ]
sbond_2_atomid       :  4.62736e-01 ; iterations: [ 4.62736e-01 ]
atom_name            :  4.40383e-01 ; iterations: [ 4.40383e-01 ]
sbond_7_atomid       :  1.73817e-01 ; iterations: [ 1.73817e-01 ]

Aggregators
count                :  4.75919e+00 ; iterations: [ 4.75919e+00 ]
sum                  :  1.13950e+00 ; iterations: [ 1.13950e+00 ]
projection2_mode     :  1.11826e+00 ; iterations: [ 1.11826e+00 ]
mode                 :  6.88757e-01 ; iterations: [ 6.88757e-01 ]
projection0_mode     :  3.54617e-01 ; iterations: [ 3.54617e-01 ]
min                  :  1.97642e-01 ; iterations: [ 1.97642e-01 ]
max                  :  2.90891e-02 ; iterations: [ 2.90891e-02 ]

