Attributes
bonds_bond_type[X,Y,Y,Y]:  6.30987e-01 ; iterations: [ 6.30987e-01 ]
drugs_lumo[X,Y]         :  5.00000e-01 ; iterations: [ 5.00000e-01 ]
atoms_charge[Y,X,Y]     :  4.57596e-01 ; iterations: [ 4.57596e-01 ]
atoms_atom_type[Y,X,Y]  :  2.71473e-01 ; iterations: [ 2.71473e-01 ]
atoms_element[Y,X,Y]    :  1.71700e-01 ; iterations: [ 1.71700e-01 ]
bonds_bond_type[Y,Y,Y,Y]:  1.48760e-01 ; iterations: [ 1.48760e-01 ]
atoms_element[Y,Y,Y]    :  3.70270e-02 ; iterations: [ 3.70270e-02 ]

Attributes summed
bonds_bond_type         :  7.79747e-01 ; iterations: [ 7.79747e-01 ]
drugs_lumo              :  5.00000e-01 ; iterations: [ 5.00000e-01 ]
atoms_charge            :  4.57596e-01 ; iterations: [ 4.57596e-01 ]
atoms_atom_type         :  2.71473e-01 ; iterations: [ 2.71473e-01 ]
atoms_element           :  2.08727e-01 ; iterations: [ 2.08727e-01 ]

Aggregators
max                     :  8.14216e-01 ; iterations: [ 8.14216e-01 ]
sum                     :  4.02805e-01 ; iterations: [ 4.02805e-01 ]
count                   :  3.82244e-01 ; iterations: [ 3.82244e-01 ]
min                     :  2.04179e-01 ; iterations: [ 2.04179e-01 ]
mode                    :  1.54030e-01 ; iterations: [ 1.54030e-01 ]
projection3_mode        :  1.52240e-01 ; iterations: [ 1.52240e-01 ]
projection1_mode        :  7.59734e-02 ; iterations: [ 7.59734e-02 ]
projection2_max         :  3.18563e-02 ; iterations: [ 3.18563e-02 ]

