Attributes
sbond_1_atomid_2[X,Y,Y]:  1.30770e+00 ; iterations: [ 1.30770e+00 ]
atom_charge[X,Y,Y]     :  1.13000e+00 ; iterations: [ 1.13000e+00 ]
sbond_1_atomid[X,Y,Y]  :  9.14450e-01 ; iterations: [ 9.14450e-01 ]
atom_name[X,Y,Y]       :  8.93396e-01 ; iterations: [ 8.93396e-01 ]
atom_atomtype[X,Y,Y]   :  7.00860e-01 ; iterations: [ 7.00860e-01 ]
sbond_1_atomid_2[Y,Y,Y]:  6.50797e-01 ; iterations: [ 6.50797e-01 ]
atom_name[Y,Y,Y]       :  3.27295e-01 ; iterations: [ 3.27295e-01 ]
sbond_2_atomid_2[Y,Y,Y]:  3.26781e-01 ; iterations: [ 3.26781e-01 ]
sbond_7_atomid[X,Y,Y]  :  3.23657e-01 ; iterations: [ 3.23657e-01 ]
sbond_2_atomid_2[X,Y,Y]:  2.34834e-01 ; iterations: [ 2.34834e-01 ]
sbond_2_atomid[Y,Y,Y]  :  1.46263e-01 ; iterations: [ 1.46263e-01 ]
sbond_7_atomid[Y,Y,Y]  :  1.39768e-01 ; iterations: [ 1.39768e-01 ]
sbond_2_atomid[X,Y,Y]  :  1.26688e-01 ; iterations: [ 1.26688e-01 ]
atom_atomtype[Y,Y,Y]   :  9.84770e-02 ; iterations: [ 9.84770e-02 ]
sbond_7_atomid_2[X,Y,Y]:  3.78191e-02 ; iterations: [ 3.78191e-02 ]
sbond_1_atomid[Y,Y,Y]  :  3.43580e-02 ; iterations: [ 3.43580e-02 ]

Attributes summed
sbond_1_atomid_2       :  1.95850e+00 ; iterations: [ 1.95850e+00 ]
atom_name              :  1.22069e+00 ; iterations: [ 1.22069e+00 ]
atom_charge            :  1.13000e+00 ; iterations: [ 1.13000e+00 ]
sbond_1_atomid         :  9.48808e-01 ; iterations: [ 9.48808e-01 ]
atom_atomtype          :  7.99337e-01 ; iterations: [ 7.99337e-01 ]
sbond_2_atomid_2       :  5.61615e-01 ; iterations: [ 5.61615e-01 ]
sbond_7_atomid         :  4.63426e-01 ; iterations: [ 4.63426e-01 ]
sbond_2_atomid         :  2.72951e-01 ; iterations: [ 2.72951e-01 ]
sbond_7_atomid_2       :  3.78191e-02 ; iterations: [ 3.78191e-02 ]

Aggregators
count                  :  3.30924e+00 ; iterations: [ 3.30924e+00 ]
sum                    :  2.08142e+00 ; iterations: [ 2.08142e+00 ]
mode                   :  6.47598e-01 ; iterations: [ 6.47598e-01 ]
projection2_mode       :  5.65234e-01 ; iterations: [ 5.65234e-01 ]
projection0_mode       :  3.95402e-01 ; iterations: [ 3.95402e-01 ]
max                    :  3.24912e-01 ; iterations: [ 3.24912e-01 ]
min                    :  6.93421e-02 ; iterations: [ 6.93421e-02 ]

