Attributes
atom_atomtype[X,Y,Y] :  3.54600e+00 ; iterations: [ 3.54600e+00 ]
atom_charge[X,Y,Y]   :  1.23742e+00 ; iterations: [ 1.23742e+00 ]
atom_name[X,Y,Y]     :  5.95099e-01 ; iterations: [ 5.95099e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.33751e-01 ; iterations: [ 3.33751e-01 ]
sbond_1_atomid[X,Y,Y]:  2.61080e-01 ; iterations: [ 2.61080e-01 ]
atom_charge[Y,Y,Y]   :  1.93742e-01 ; iterations: [ 1.93742e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.74735e-01 ; iterations: [ 1.74735e-01 ]
atom_atomtype[Y,Y,Y] :  1.66292e-01 ; iterations: [ 1.66292e-01 ]
sbond_2_atomid[X,Y,Y]:  1.59783e-01 ; iterations: [ 1.59783e-01 ]
sbond_7_atomid[Y,Y,Y]:  9.98731e-02 ; iterations: [ 9.98731e-02 ]
atom_name[Y,Y,Y]     :  3.79915e-02 ; iterations: [ 3.79915e-02 ]
sbond_7_atomid[X,Y,Y]:  3.44388e-02 ; iterations: [ 3.44388e-02 ]

Attributes summed
atom_atomtype        :  3.71230e+00 ; iterations: [ 3.71230e+00 ]
atom_charge          :  1.43116e+00 ; iterations: [ 1.43116e+00 ]
atom_name            :  6.33091e-01 ; iterations: [ 6.33091e-01 ]
sbond_1_atomid       :  5.94831e-01 ; iterations: [ 5.94831e-01 ]
sbond_2_atomid       :  3.34518e-01 ; iterations: [ 3.34518e-01 ]
sbond_7_atomid       :  1.34312e-01 ; iterations: [ 1.34312e-01 ]

Aggregators
count                :  3.79115e+00 ; iterations: [ 3.79115e+00 ]
sum                  :  7.71030e-01 ; iterations: [ 7.71030e-01 ]
projection2_mode     :  7.35726e-01 ; iterations: [ 7.35726e-01 ]
min                  :  5.28912e-01 ; iterations: [ 5.28912e-01 ]
mode                 :  3.83292e-01 ; iterations: [ 3.83292e-01 ]
projection0_mode     :  3.29058e-01 ; iterations: [ 3.29058e-01 ]
max                  :  3.01042e-01 ; iterations: [ 3.01042e-01 ]

