Attributes
bonds_bond_type[X,Y,Y,Y]:  7.68100e-01 ; iterations: [ 7.68100e-01 ]
atoms_charge[Y,X,Y]     :  5.50759e-01 ; iterations: [ 5.50759e-01 ]
drugs_logp[X,Y]         :  5.00000e-01 ; iterations: [ 5.00000e-01 ]
atoms_element[Y,X,Y]    :  4.08134e-01 ; iterations: [ 4.08134e-01 ]
atoms_atom_type[Y,X,Y]  :  2.70529e-01 ; iterations: [ 2.70529e-01 ]
atoms_charge[Y,Y,Y]     :  2.50000e-01 ; iterations: [ 2.50000e-01 ]
bonds_bond_type[Y,Y,Y,Y]:  2.07086e-01 ; iterations: [ 2.07086e-01 ]

Attributes summed
bonds_bond_type         :  9.75186e-01 ; iterations: [ 9.75186e-01 ]
atoms_charge            :  8.00759e-01 ; iterations: [ 8.00759e-01 ]
drugs_logp              :  5.00000e-01 ; iterations: [ 5.00000e-01 ]
atoms_element           :  4.08134e-01 ; iterations: [ 4.08134e-01 ]
atoms_atom_type         :  2.70529e-01 ; iterations: [ 2.70529e-01 ]

Aggregators
sum                     :  1.03376e+00 ; iterations: [ 1.03376e+00 ]
min                     :  7.13752e-01 ; iterations: [ 7.13752e-01 ]
count                   :  3.43810e-01 ; iterations: [ 3.43810e-01 ]
mode                    :  2.69650e-01 ; iterations: [ 2.69650e-01 ]
projection2_min         :  2.50000e-01 ; iterations: [ 2.50000e-01 ]
projection2_mode        :  1.24351e-01 ; iterations: [ 1.24351e-01 ]
projection3_mode        :  1.15279e-01 ; iterations: [ 1.15279e-01 ]
max                     :  1.04002e-01 ; iterations: [ 1.04002e-01 ]

