Attributes
atom_atomtype[X,Y,Y] :  5.10555e+00 ; iterations: [ 5.10555e+00 ]
atom_charge[X,Y,Y]   :  7.52211e-01 ; iterations: [ 7.52211e-01 ]
atom_name[X,Y,Y]     :  4.88893e-01 ; iterations: [ 4.88893e-01 ]
atom_charge[Y,Y,Y]   :  3.99513e-01 ; iterations: [ 3.99513e-01 ]
sbond_2_atomid[X,Y,Y]:  3.82214e-01 ; iterations: [ 3.82214e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.37521e-01 ; iterations: [ 3.37521e-01 ]
atom_atomtype[Y,Y,Y] :  1.36569e-01 ; iterations: [ 1.36569e-01 ]
sbond_1_atomid[X,Y,Y]:  6.87643e-02 ; iterations: [ 6.87643e-02 ]
sbond_2_atomid[Y,Y,Y]:  4.85577e-02 ; iterations: [ 4.85577e-02 ]
sbond_7_atomid[X,Y,Y]:  4.40816e-02 ; iterations: [ 4.40816e-02 ]
atom_name[Y,Y,Y]     :  1.74916e-02 ; iterations: [ 1.74916e-02 ]

Attributes summed
atom_atomtype        :  5.24212e+00 ; iterations: [ 5.24212e+00 ]
atom_charge          :  1.15172e+00 ; iterations: [ 1.15172e+00 ]
atom_name            :  5.06385e-01 ; iterations: [ 5.06385e-01 ]
sbond_2_atomid       :  4.30772e-01 ; iterations: [ 4.30772e-01 ]
sbond_1_atomid       :  4.06285e-01 ; iterations: [ 4.06285e-01 ]
sbond_7_atomid       :  4.40816e-02 ; iterations: [ 4.40816e-02 ]

Aggregators
count                :  3.89226e+00 ; iterations: [ 3.89226e+00 ]
projection2_mode     :  1.22028e+00 ; iterations: [ 1.22028e+00 ]
mode                 :  7.97820e-01 ; iterations: [ 7.97820e-01 ]
max                  :  7.02596e-01 ; iterations: [ 7.02596e-01 ]
sum                  :  5.48199e-01 ; iterations: [ 5.48199e-01 ]
min                  :  4.27331e-01 ; iterations: [ 4.27331e-01 ]
projection0_mode     :  1.92879e-01 ; iterations: [ 1.92879e-01 ]

