Attributes
atom_atomtype[X,Y,Y] :  5.44622e+00 ; iterations: [ 5.44622e+00 ]
atom_charge[X,Y,Y]   :  6.54349e-01 ; iterations: [ 6.54349e-01 ]
sbond_2_atomid[Y,Y,Y]:  3.51131e-01 ; iterations: [ 3.51131e-01 ]
atom_charge[Y,Y,Y]   :  2.14571e-01 ; iterations: [ 2.14571e-01 ]
sbond_1_atomid[X,Y,Y]:  2.11771e-01 ; iterations: [ 2.11771e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.97562e-01 ; iterations: [ 1.97562e-01 ]
atom_name[X,Y,Y]     :  1.04121e-01 ; iterations: [ 1.04121e-01 ]
sbond_2_atomid[X,Y,Y]:  2.48930e-02 ; iterations: [ 2.48930e-02 ]
atom_name[Y,Y,Y]     :  8.59375e-03 ; iterations: [ 8.59375e-03 ]

Attributes summed
atom_atomtype        :  5.44622e+00 ; iterations: [ 5.44622e+00 ]
atom_charge          :  8.68920e-01 ; iterations: [ 8.68920e-01 ]
sbond_1_atomid       :  4.09333e-01 ; iterations: [ 4.09333e-01 ]
sbond_2_atomid       :  3.76024e-01 ; iterations: [ 3.76024e-01 ]
atom_name            :  1.12715e-01 ; iterations: [ 1.12715e-01 ]

Aggregators
count                :  4.66194e+00 ; iterations: [ 4.66194e+00 ]
sum                  :  9.37062e-01 ; iterations: [ 9.37062e-01 ]
projection2_mode     :  6.26236e-01 ; iterations: [ 6.26236e-01 ]
projection0_mode     :  2.86623e-01 ; iterations: [ 2.86623e-01 ]
max                  :  2.60322e-01 ; iterations: [ 2.60322e-01 ]
mode                 :  2.48205e-01 ; iterations: [ 2.48205e-01 ]
min                  :  1.92829e-01 ; iterations: [ 1.92829e-01 ]

