Attributes
atom_atomtype[X,Y,Y] :  4.59469e+00 ; iterations: [ 4.59469e+00 ]
sbond_1_atomid[Y,Y,Y]:  8.67768e-01 ; iterations: [ 8.67768e-01 ]
sbond_1_atomid[X,Y,Y]:  6.09678e-01 ; iterations: [ 6.09678e-01 ]
atom_name[X,Y,Y]     :  5.67129e-01 ; iterations: [ 5.67129e-01 ]
atom_charge[X,Y,Y]   :  4.11167e-01 ; iterations: [ 4.11167e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.49244e-01 ; iterations: [ 2.49244e-01 ]
atom_charge[Y,Y,Y]   :  1.65143e-01 ; iterations: [ 1.65143e-01 ]
atom_atomtype[Y,Y,Y] :  9.40051e-02 ; iterations: [ 9.40051e-02 ]
sbond_2_atomid[X,Y,Y]:  8.83346e-02 ; iterations: [ 8.83346e-02 ]
atom_name[Y,Y,Y]     :  3.72773e-02 ; iterations: [ 3.72773e-02 ]
sbond_3_atomid[Y,Y,Y]:  1.96888e-02 ; iterations: [ 1.96888e-02 ]
sbond_7_atomid[X,Y,Y]:  1.69139e-02 ; iterations: [ 1.69139e-02 ]

Attributes summed
atom_atomtype        :  4.68869e+00 ; iterations: [ 4.68869e+00 ]
sbond_1_atomid       :  1.47745e+00 ; iterations: [ 1.47745e+00 ]
atom_name            :  6.04406e-01 ; iterations: [ 6.04406e-01 ]
atom_charge          :  5.76310e-01 ; iterations: [ 5.76310e-01 ]
sbond_2_atomid       :  3.37578e-01 ; iterations: [ 3.37578e-01 ]
sbond_3_atomid       :  1.96888e-02 ; iterations: [ 1.96888e-02 ]
sbond_7_atomid       :  1.69139e-02 ; iterations: [ 1.69139e-02 ]

Aggregators
count                :  4.33448e+00 ; iterations: [ 4.33448e+00 ]
sum                  :  8.39252e-01 ; iterations: [ 8.39252e-01 ]
projection2_mode     :  8.25542e-01 ; iterations: [ 8.25542e-01 ]
max                  :  5.49589e-01 ; iterations: [ 5.49589e-01 ]
min                  :  4.49518e-01 ; iterations: [ 4.49518e-01 ]
projection0_mode     :  4.03241e-01 ; iterations: [ 4.03241e-01 ]
mode                 :  3.19413e-01 ; iterations: [ 3.19413e-01 ]

