Attributes
atom_atomtype[X,Y,Y] :  3.54465e+00 ; iterations: [ 3.54465e+00 ]
atom_charge[X,Y,Y]   :  9.51653e-01 ; iterations: [ 9.51653e-01 ]
atom_name[X,Y,Y]     :  7.09878e-01 ; iterations: [ 7.09878e-01 ]
sbond_1_atomid[X,Y,Y]:  5.57089e-01 ; iterations: [ 5.57089e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.39905e-01 ; iterations: [ 4.39905e-01 ]
atom_charge[Y,Y,Y]   :  4.14714e-01 ; iterations: [ 4.14714e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.41014e-01 ; iterations: [ 1.41014e-01 ]
atom_name[Y,Y,Y]     :  1.08790e-01 ; iterations: [ 1.08790e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.05915e-01 ; iterations: [ 1.05915e-01 ]
sbond_2_atomid[X,Y,Y]:  9.16765e-02 ; iterations: [ 9.16765e-02 ]

Attributes summed
atom_atomtype        :  3.54465e+00 ; iterations: [ 3.54465e+00 ]
atom_charge          :  1.36637e+00 ; iterations: [ 1.36637e+00 ]
sbond_1_atomid       :  9.96994e-01 ; iterations: [ 9.96994e-01 ]
atom_name            :  8.18668e-01 ; iterations: [ 8.18668e-01 ]
sbond_2_atomid       :  2.32691e-01 ; iterations: [ 2.32691e-01 ]
sbond_7_atomid       :  1.05915e-01 ; iterations: [ 1.05915e-01 ]

Aggregators
count                :  3.56161e+00 ; iterations: [ 3.56161e+00 ]
sum                  :  1.07932e+00 ; iterations: [ 1.07932e+00 ]
projection2_mode     :  1.05684e+00 ; iterations: [ 1.05684e+00 ]
mode                 :  5.81210e-01 ; iterations: [ 5.81210e-01 ]
min                  :  5.04276e-01 ; iterations: [ 5.04276e-01 ]
max                  :  1.81765e-01 ; iterations: [ 1.81765e-01 ]
projection0_mode     :  1.00269e-01 ; iterations: [ 1.00269e-01 ]

