Attributes
atom_atomtype[X,Y,Y] :  4.41214e+00 ; iterations: [ 4.41214e+00 ]
atom_charge[X,Y,Y]   :  1.36246e+00 ; iterations: [ 1.36246e+00 ]
sbond_1_atomid[X,Y,Y]:  4.15933e-01 ; iterations: [ 4.15933e-01 ]
atom_charge[Y,Y,Y]   :  4.00287e-01 ; iterations: [ 4.00287e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.85507e-01 ; iterations: [ 1.85507e-01 ]
sbond_2_atomid[X,Y,Y]:  1.40509e-01 ; iterations: [ 1.40509e-01 ]
atom_name[X,Y,Y]     :  1.23846e-01 ; iterations: [ 1.23846e-01 ]
sbond_7_atomid[Y,Y,Y]:  9.87654e-02 ; iterations: [ 9.87654e-02 ]
atom_atomtype[Y,Y,Y] :  7.51418e-02 ; iterations: [ 7.51418e-02 ]
atom_name[Y,Y,Y]     :  6.39753e-02 ; iterations: [ 6.39753e-02 ]
sbond_2_atomid[Y,Y,Y]:  7.25624e-03 ; iterations: [ 7.25624e-03 ]

Attributes summed
atom_atomtype        :  4.48728e+00 ; iterations: [ 4.48728e+00 ]
atom_charge          :  1.76275e+00 ; iterations: [ 1.76275e+00 ]
sbond_1_atomid       :  6.01440e-01 ; iterations: [ 6.01440e-01 ]
atom_name            :  1.87821e-01 ; iterations: [ 1.87821e-01 ]
sbond_2_atomid       :  1.47765e-01 ; iterations: [ 1.47765e-01 ]
sbond_7_atomid       :  9.87654e-02 ; iterations: [ 9.87654e-02 ]

Aggregators
count                :  4.59028e+00 ; iterations: [ 4.59028e+00 ]
max                  :  7.63044e-01 ; iterations: [ 7.63044e-01 ]
projection2_mode     :  5.81070e-01 ; iterations: [ 5.81070e-01 ]
mode                 :  5.68739e-01 ; iterations: [ 5.68739e-01 ]
sum                  :  4.29729e-01 ; iterations: [ 4.29729e-01 ]
min                  :  1.84411e-01 ; iterations: [ 1.84411e-01 ]
projection0_mode     :  1.68550e-01 ; iterations: [ 1.68550e-01 ]

