Attributes
atom_atomtype[X,Y,Y] :  3.54819e+00 ; iterations: [ 3.54819e+00 ]
atom_charge[Y,Y,Y]   :  8.46847e-01 ; iterations: [ 8.46847e-01 ]
sbond_1_atomid[X,Y,Y]:  7.25724e-01 ; iterations: [ 7.25724e-01 ]
atom_name[X,Y,Y]     :  4.08124e-01 ; iterations: [ 4.08124e-01 ]
atom_charge[X,Y,Y]   :  2.54013e-01 ; iterations: [ 2.54013e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.80197e-01 ; iterations: [ 1.80197e-01 ]
atom_atomtype[Y,Y,Y] :  1.36816e-01 ; iterations: [ 1.36816e-01 ]
sbond_2_atomid[X,Y,Y]:  6.51161e-02 ; iterations: [ 6.51161e-02 ]
sbond_2_atomid[Y,Y,Y]:  3.99306e-02 ; iterations: [ 3.99306e-02 ]
sbond_7_atomid[X,Y,Y]:  9.29752e-03 ; iterations: [ 9.29752e-03 ]

Attributes summed
atom_atomtype        :  3.68500e+00 ; iterations: [ 3.68500e+00 ]
atom_charge          :  1.10086e+00 ; iterations: [ 1.10086e+00 ]
sbond_1_atomid       :  9.05921e-01 ; iterations: [ 9.05921e-01 ]
atom_name            :  4.08124e-01 ; iterations: [ 4.08124e-01 ]
sbond_2_atomid       :  1.05047e-01 ; iterations: [ 1.05047e-01 ]
sbond_7_atomid       :  9.29752e-03 ; iterations: [ 9.29752e-03 ]

Aggregators
count                :  2.47169e+00 ; iterations: [ 2.47169e+00 ]
projection2_mode     :  1.48134e+00 ; iterations: [ 1.48134e+00 ]
mode                 :  9.74515e-01 ; iterations: [ 9.74515e-01 ]
min                  :  5.43698e-01 ; iterations: [ 5.43698e-01 ]
sum                  :  5.24939e-01 ; iterations: [ 5.24939e-01 ]
max                  :  1.42309e-01 ; iterations: [ 1.42309e-01 ]
projection0_mode     :  7.57603e-02 ; iterations: [ 7.57603e-02 ]

