Attributes
atom_atomtype[X,Y,Y] :  6.18820e+00 ; iterations: [ 6.18820e+00 ]
atom_charge[X,Y,Y]   :  7.87658e-01 ; iterations: [ 7.87658e-01 ]
sbond_1_atomid[Y,Y,Y]:  6.02244e-01 ; iterations: [ 6.02244e-01 ]
atom_name[X,Y,Y]     :  4.22390e-01 ; iterations: [ 4.22390e-01 ]
sbond_1_atomid[X,Y,Y]:  2.96738e-01 ; iterations: [ 2.96738e-01 ]
sbond_2_atomid[X,Y,Y]:  1.68531e-01 ; iterations: [ 1.68531e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.41216e-01 ; iterations: [ 1.41216e-01 ]
atom_charge[Y,Y,Y]   :  1.41171e-01 ; iterations: [ 1.41171e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.23469e-01 ; iterations: [ 1.23469e-01 ]
atom_atomtype[Y,Y,Y] :  3.82196e-02 ; iterations: [ 3.82196e-02 ]
atom_name[Y,Y,Y]     :  3.26554e-02 ; iterations: [ 3.26554e-02 ]
sbond_7_atomid[X,Y,Y]:  1.75173e-02 ; iterations: [ 1.75173e-02 ]

Attributes summed
atom_atomtype        :  6.22642e+00 ; iterations: [ 6.22642e+00 ]
atom_charge          :  9.28829e-01 ; iterations: [ 9.28829e-01 ]
sbond_1_atomid       :  8.98983e-01 ; iterations: [ 8.98983e-01 ]
atom_name            :  4.55046e-01 ; iterations: [ 4.55046e-01 ]
sbond_2_atomid       :  3.09747e-01 ; iterations: [ 3.09747e-01 ]
sbond_7_atomid       :  1.40987e-01 ; iterations: [ 1.40987e-01 ]

Aggregators
count                :  5.94214e+00 ; iterations: [ 5.94214e+00 ]
sum                  :  7.39376e-01 ; iterations: [ 7.39376e-01 ]
projection2_mode     :  6.34519e-01 ; iterations: [ 6.34519e-01 ]
min                  :  6.14081e-01 ; iterations: [ 6.14081e-01 ]
projection0_mode     :  4.02214e-01 ; iterations: [ 4.02214e-01 ]
max                  :  3.86510e-01 ; iterations: [ 3.86510e-01 ]
mode                 :  2.41168e-01 ; iterations: [ 2.41168e-01 ]

