Attributes
atom_atomtype[X,Y,Y] :  6.85046e+00 ; iterations: [ 6.85046e+00 ]
sbond_1_atomid[X,Y,Y]:  7.96077e-01 ; iterations: [ 7.96077e-01 ]
atom_charge[Y,Y,Y]   :  6.93046e-01 ; iterations: [ 6.93046e-01 ]
sbond_1_atomid[Y,Y,Y]:  5.78436e-01 ; iterations: [ 5.78436e-01 ]
atom_charge[X,Y,Y]   :  5.56531e-01 ; iterations: [ 5.56531e-01 ]
atom_name[Y,Y,Y]     :  2.10664e-01 ; iterations: [ 2.10664e-01 ]
atom_name[X,Y,Y]     :  1.06869e-01 ; iterations: [ 1.06869e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.04169e-01 ; iterations: [ 1.04169e-01 ]
sbond_2_atomid[X,Y,Y]:  5.17913e-02 ; iterations: [ 5.17913e-02 ]
sbond_7_atomid[X,Y,Y]:  1.47684e-02 ; iterations: [ 1.47684e-02 ]
sbond_7_atomid[Y,Y,Y]:  1.47684e-02 ; iterations: [ 1.47684e-02 ]
atom_atomtype[Y,Y,Y] :  6.24835e-03 ; iterations: [ 6.24835e-03 ]

Attributes summed
atom_atomtype        :  6.85671e+00 ; iterations: [ 6.85671e+00 ]
sbond_1_atomid       :  1.37451e+00 ; iterations: [ 1.37451e+00 ]
atom_charge          :  1.24958e+00 ; iterations: [ 1.24958e+00 ]
atom_name            :  3.17533e-01 ; iterations: [ 3.17533e-01 ]
sbond_2_atomid       :  1.55960e-01 ; iterations: [ 1.55960e-01 ]
sbond_7_atomid       :  2.95369e-02 ; iterations: [ 2.95369e-02 ]

Aggregators
count                :  4.70316e+00 ; iterations: [ 4.70316e+00 ]
projection2_mode     :  2.37481e+00 ; iterations: [ 2.37481e+00 ]
sum                  :  1.45580e+00 ; iterations: [ 1.45580e+00 ]
mode                 :  9.54716e-01 ; iterations: [ 9.54716e-01 ]
projection0_mode     :  2.72120e-01 ; iterations: [ 2.72120e-01 ]
min                  :  1.94052e-01 ; iterations: [ 1.94052e-01 ]
max                  :  2.91699e-02 ; iterations: [ 2.91699e-02 ]

