Attributes
atom_atomtype[X,Y,Y] :  4.03282e+00 ; iterations: [ 4.03282e+00 ]
atom_charge[X,Y,Y]   :  1.25119e+00 ; iterations: [ 1.25119e+00 ]
atom_name[X,Y,Y]     :  9.53754e-01 ; iterations: [ 9.53754e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.70325e-01 ; iterations: [ 4.70325e-01 ]
sbond_2_atomid[Y,Y,Y]:  4.09033e-01 ; iterations: [ 4.09033e-01 ]
atom_charge[Y,Y,Y]   :  3.64722e-01 ; iterations: [ 3.64722e-01 ]
atom_name[Y,Y,Y]     :  2.37930e-01 ; iterations: [ 2.37930e-01 ]
sbond_1_atomid[X,Y,Y]:  1.36397e-01 ; iterations: [ 1.36397e-01 ]
sbond_2_atomid[X,Y,Y]:  6.85336e-02 ; iterations: [ 6.85336e-02 ]
sbond_7_atomid[X,Y,Y]:  6.59615e-02 ; iterations: [ 6.59615e-02 ]
atom_atomtype[Y,Y,Y] :  3.29394e-02 ; iterations: [ 3.29394e-02 ]

Attributes summed
atom_atomtype        :  4.06576e+00 ; iterations: [ 4.06576e+00 ]
atom_charge          :  1.61591e+00 ; iterations: [ 1.61591e+00 ]
atom_name            :  1.19168e+00 ; iterations: [ 1.19168e+00 ]
sbond_1_atomid       :  6.06722e-01 ; iterations: [ 6.06722e-01 ]
sbond_2_atomid       :  4.77567e-01 ; iterations: [ 4.77567e-01 ]
sbond_7_atomid       :  6.59615e-02 ; iterations: [ 6.59615e-02 ]

Aggregators
count                :  4.05767e+00 ; iterations: [ 4.05767e+00 ]
projection2_mode     :  1.08004e+00 ; iterations: [ 1.08004e+00 ]
mode                 :  6.71799e-01 ; iterations: [ 6.71799e-01 ]
projection0_mode     :  5.97376e-01 ; iterations: [ 5.97376e-01 ]
min                  :  5.92299e-01 ; iterations: [ 5.92299e-01 ]
sum                  :  5.84739e-01 ; iterations: [ 5.84739e-01 ]
max                  :  4.39689e-01 ; iterations: [ 4.39689e-01 ]

