Attributes
bonds_bond_type[X,Y,Y,Y]:  1.12590e+00 ; iterations: [ 1.12590e+00 ]
atoms_atom_type[Y,X,Y]  :  4.48542e-01 ; iterations: [ 4.48542e-01 ]
atoms_charge[Y,Y,Y]     :  2.69052e-01 ; iterations: [ 2.69052e-01 ]
atoms_atom_type[Y,Y,Y]  :  1.19277e-01 ; iterations: [ 1.19277e-01 ]
atoms_charge[Y,X,Y]     :  7.61943e-02 ; iterations: [ 7.61943e-02 ]
ring_strucs_name[Y,X,Y] :  4.95140e-02 ; iterations: [ 4.95140e-02 ]
rings[Y,Y]              :  4.95140e-02 ; iterations: [ 4.95140e-02 ]
atoms_element[Y,X,Y]    :  4.03858e-02 ; iterations: [ 4.03858e-02 ]
bonds_bond_type[Y,Y,Y,Y]:  3.09491e-02 ; iterations: [ 3.09491e-02 ]

Attributes summed
bonds_bond_type         :  1.15685e+00 ; iterations: [ 1.15685e+00 ]
atoms_atom_type         :  5.67819e-01 ; iterations: [ 5.67819e-01 ]
atoms_charge            :  3.45247e-01 ; iterations: [ 3.45247e-01 ]
ring_strucs_name        :  4.95140e-02 ; iterations: [ 4.95140e-02 ]
rings                   :  4.95140e-02 ; iterations: [ 4.95140e-02 ]
atoms_element           :  4.03858e-02 ; iterations: [ 4.03858e-02 ]

Aggregators
sum                     :  1.04266e+00 ; iterations: [ 1.04266e+00 ]
count                   :  6.01328e-01 ; iterations: [ 6.01328e-01 ]
projection2_min         :  3.58889e-01 ; iterations: [ 3.58889e-01 ]
max                     :  8.20943e-02 ; iterations: [ 8.20943e-02 ]
min                     :  6.39649e-02 ; iterations: [ 6.39649e-02 ]
projection1_mode        :  2.03319e-02 ; iterations: [ 2.03319e-02 ]
projection2_sum         :  1.90525e-02 ; iterations: [ 1.90525e-02 ]
projection0_mode        :  1.06173e-02 ; iterations: [ 1.06173e-02 ]
projection2_max         :  1.03878e-02 ; iterations: [ 1.03878e-02 ]

