Attributes
atom_atomtype[X,Y,Y] :  5.72827e+00 ; iterations: [ 5.72827e+00 ]
atom_charge[X,Y,Y]   :  8.53134e-01 ; iterations: [ 8.53134e-01 ]
atom_charge[Y,Y,Y]   :  5.83935e-01 ; iterations: [ 5.83935e-01 ]
sbond_1_atomid[X,Y,Y]:  5.29064e-01 ; iterations: [ 5.29064e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.07072e-01 ; iterations: [ 3.07072e-01 ]
atom_atomtype[Y,Y,Y] :  2.69741e-01 ; iterations: [ 2.69741e-01 ]
sbond_2_atomid[X,Y,Y]:  2.12365e-01 ; iterations: [ 2.12365e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.58025e-01 ; iterations: [ 1.58025e-01 ]
atom_name[X,Y,Y]     :  1.53894e-01 ; iterations: [ 1.53894e-01 ]
sbond_7_atomid[Y,Y,Y]:  7.35543e-02 ; iterations: [ 7.35543e-02 ]
sbond_7_atomid[X,Y,Y]:  6.47362e-02 ; iterations: [ 6.47362e-02 ]
sbond_3_atomid[Y,Y,Y]:  4.15879e-02 ; iterations: [ 4.15879e-02 ]
atom_name[Y,Y,Y]     :  1.41994e-02 ; iterations: [ 1.41994e-02 ]

Attributes summed
atom_atomtype        :  5.99801e+00 ; iterations: [ 5.99801e+00 ]
atom_charge          :  1.43707e+00 ; iterations: [ 1.43707e+00 ]
sbond_1_atomid       :  8.36136e-01 ; iterations: [ 8.36136e-01 ]
sbond_2_atomid       :  3.70389e-01 ; iterations: [ 3.70389e-01 ]
atom_name            :  1.68093e-01 ; iterations: [ 1.68093e-01 ]
sbond_7_atomid       :  1.38290e-01 ; iterations: [ 1.38290e-01 ]
sbond_3_atomid       :  4.15879e-02 ; iterations: [ 4.15879e-02 ]

Aggregators
count                :  4.84654e+00 ; iterations: [ 4.84654e+00 ]
projection2_mode     :  1.82458e+00 ; iterations: [ 1.82458e+00 ]
sum                  :  9.38137e-01 ; iterations: [ 9.38137e-01 ]
mode                 :  8.80408e-01 ; iterations: [ 8.80408e-01 ]
projection0_mode     :  2.46665e-01 ; iterations: [ 2.46665e-01 ]
min                  :  1.97666e-01 ; iterations: [ 1.97666e-01 ]
max                  :  5.55766e-02 ; iterations: [ 5.55766e-02 ]

